candidate,office,district,party,county,precinct,absentee,early_voting,election_day,votes
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 027,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 027,323,0,208,531
Connie Lawson,Secretary of State,,R,Monroe,Perry 027,180,0,244,424
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 027,14,0,29,43
George William Wolfe ,Secretary of State,,W,Monroe,Perry 027,0,0,2,2
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 027,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 027,311,0,206,517
Tera Klutz,Auditor of State,,R,Monroe,Perry 027,184,0,244,428
John Schick,Auditor of State,,L,Monroe,Perry 027,15,0,24,39
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 027,309,0,206,515
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 027,202,0,265,467
Liz Watson,U.S. House,9,D,Monroe,Perry 027,354,0,263,617
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 027,159,0,227,386
George William Wolfe ,US House,9,W,Monroe,Perry 027,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 027,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Perry 027,335,0,237,572
Jeff Ellington,State Representative,62,R,Monroe,Perry 027,178,0,251,429
,Ballots Cast,,,Monroe,Perry 028,,,,84
,Straight Party,,D,Monroe,Perry 028,12,0,12,24
,Straight Party,,R,Monroe,Perry 028,4,0,2,6
,Straight Party,,L,Monroe,Perry 028,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 028,31,0,30,61
Mike Braun,U.S. Senate,,R,Monroe,Perry 028,4,0,11,15
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 028,2,0,6,8
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 028,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 028,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 028,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 028,29,0,30,59
Connie Lawson,Secretary of State,,R,Monroe,Perry 028,8,0,11,19
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 028,0,0,4,4
George William Wolfe ,Secretary of State,,W,Monroe,Perry 028,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 028,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 028,27,0,30,57
Tera Klutz,Auditor of State,,R,Monroe,Perry 028,9,0,12,21
John Schick,Auditor of State,,L,Monroe,Perry 028,1,0,4,5
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 028,27,0,31,58
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 028,9,0,13,22
Liz Watson,U.S. House,9,D,Monroe,Perry 028,31,0,35,66
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 028,6,0,11,17
George William Wolfe ,US House,9,W,Monroe,Perry 028,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 028,0,0,0,0
Penny Githens,State Representative,60,D,Monroe,Perry 028,28,0,33,61
Peggy Mayfield,State Representative,60,R,Monroe,Perry 028,9,0,13,22
,Ballots Cast,,,Monroe,Perry 029,,,,499
,Straight Party,,D,Monroe,Perry 029,73,0,88,161
,Straight Party,,R,Monroe,Perry 029,25,0,29,54
,Straight Party,,L,Monroe,Perry 029,0,0,6,6
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 029,178,0,194,372
Mike Braun,U.S. Senate,,R,Monroe,Perry 029,38,0,47,85
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 029,7,0,29,36
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 029,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 029,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 029,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 029,166,0,185,351
Connie Lawson,Secretary of State,,R,Monroe,Perry 029,50,0,60,110
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 029,6,0,24,30
George William Wolfe ,Secretary of State,,W,Monroe,Perry 029,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 029,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 029,163,0,184,347
Tera Klutz,Auditor of State,,R,Monroe,Perry 029,51,0,60,111
John Schick,Auditor of State,,L,Monroe,Perry 029,6,0,22,28
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 029,170,0,194,364
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 029,48,0,70,118
Liz Watson,U.S. House,9,D,Monroe,Perry 029,186,0,215,401
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 029,38,0,55,93
George William Wolfe ,US House,9,W,Monroe,Perry 029,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 029,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 029,184,0,226,410
,Ballots Cast,,,Monroe,Perry 030,,,,478
,Straight Party,,D,Monroe,Perry 030,83,0,80,163
,Straight Party,,R,Monroe,Perry 030,5,0,8,13
,Straight Party,,L,Monroe,Perry 030,1,0,1,2
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 030,211,0,200,411
Mike Braun,U.S. Senate,,R,Monroe,Perry 030,12,0,20,32
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 030,9,0,20,29
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 030,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 030,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 030,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 030,215,0,187,402
Connie Lawson,Secretary of State,,R,Monroe,Perry 030,14,0,35,49
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 030,5,0,16,21
George William Wolfe ,Secretary of State,,W,Monroe,Perry 030,1,0,0,1
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 030,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 030,206,0,179,385
Tera Klutz,Auditor of State,,R,Monroe,Perry 030,18,0,38,56
John Schick,Auditor of State,,L,Monroe,Perry 030,7,0,16,23
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 030,210,0,188,398
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 030,17,0,47,64
Liz Watson,U.S. House,9,D,Monroe,Perry 030,223,0,207,430
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 030,12,0,30,42
George William Wolfe ,US House,9,W,Monroe,Perry 030,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 030,0,0,0,0
E Thomasina Marsili,State Representative,61,D,Monroe,Perry 030,222,0,210,432
,Ballots Cast,,,Monroe,Perry 031,,,,666
,Straight Party,,D,Monroe,Perry 031,102,0,86,188
,Straight Party,,R,Monroe,Perry 031,4,0,17,21
,Straight Party,,L,Monroe,Perry 031,0,0,2,2
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 031,290,0,276,566
Mike Braun,U.S. Senate,,R,Monroe,Perry 031,14,0,46,60
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 031,6,0,24,30
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 031,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 031,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 031,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 031,280,0,279,559
Connie Lawson,Secretary of State,,R,Monroe,Perry 031,17,0,47,64
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 031,11,0,16,27
George William Wolfe ,Secretary of State,,W,Monroe,Perry 031,0,0,2,2
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 031,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 031,282,0,277,559
Tera Klutz,Auditor of State,,R,Monroe,Perry 031,22,0,45,67
John Schick,Auditor of State,,L,Monroe,Perry 031,4,0,18,22
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 031,282,0,281,563
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 031,23,0,57,80
Liz Watson,U.S. House,9,D,Monroe,Perry 031,299,0,310,609
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 031,11,0,40,51
George William Wolfe ,US House,9,W,Monroe,Perry 031,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 031,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 031,288,0,315,603
,Ballots Cast,,,Monroe,Perry 032,,,,624
,Straight Party,,D,Monroe,Perry 032,127,0,90,217
,Straight Party,,R,Monroe,Perry 032,20,0,21,41
,Straight Party,,L,Monroe,Perry 032,0,0,2,2
Joe Donnelly,U.S. Senate,,D,Monroe,Perry 032,260,0,259,519
Mike Braun,U.S. Senate,,R,Monroe,Perry 032,31,0,51,82
Lucy M Brenton,U.S. Senate,,L,Monroe,Perry 032,8,0,13,21
Christopher Fischer,U.S. Senate,,W,Monroe,Perry 032,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Perry 032,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Perry 032,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Perry 032,254,0,243,497
Connie Lawson,Secretary of State,,R,Monroe,Perry 032,38,0,58,96
Mark W. Rutherford,Secretary of State,,L,Monroe,Perry 032,5,0,16,21
George William Wolfe ,Secretary of State,,W,Monroe,Perry 032,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Perry 032,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Perry 032,252,0,230,482
Tera Klutz,Auditor of State,,R,Monroe,Perry 032,36,0,64,100
John Schick,Auditor of State,,L,Monroe,Perry 032,7,0,14,21
John C. Aguilera,Treasurer of State,,D,Monroe,Perry 032,257,0,238,495
Kelly Mitchell,Treasurer of State,,R,Monroe,Perry 032,38,0,66,104
Liz Watson,U.S. House,9,D,Monroe,Perry 032,267,0,256,523
Trey Hollingsworth,U.S. House,9,R,Monroe,Perry 032,32,0,61,93
George William Wolfe ,US House,9,W,Monroe,Perry 032,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Perry 032,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Perry 032,267,0,271,538
,Ballots Cast,,,Monroe,Polk,,,,137
,Straight Party,,D,Monroe,Polk,8,0,13,21
,Straight Party,,R,Monroe,Polk,6,0,31,37
,Straight Party,,L,Monroe,Polk,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Polk,20,0,44,64
Mike Braun,U.S. Senate,,R,Monroe,Polk,9,0,55,64
Lucy M Brenton,U.S. Senate,,L,Monroe,Polk,2,0,4,6
Christopher Fischer,U.S. Senate,,W,Monroe,Polk,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Polk,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Polk,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Polk,20,0,33,53
Connie Lawson,Secretary of State,,R,Monroe,Polk,10,0,67,77
Mark W. Rutherford,Secretary of State,,L,Monroe,Polk,1,0,1,2
George William Wolfe ,Secretary of State,,W,Monroe,Polk,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Polk,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Polk,19,0,34,53
Tera Klutz,Auditor of State,,R,Monroe,Polk,10,0,66,76
John Schick,Auditor of State,,L,Monroe,Polk,0,0,1,1
John C. Aguilera,Treasurer of State,,D,Monroe,Polk,19,0,35,54
Kelly Mitchell,Treasurer of State,,R,Monroe,Polk,10,0,65,75
Liz Watson,U.S. House,9,D,Monroe,Polk,21,0,43,64
Trey Hollingsworth,U.S. House,9,R,Monroe,Polk,9,0,60,69
George William Wolfe ,US House,9,W,Monroe,Polk,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Polk,0,0,0,0
Jared Stancombe,State Representative,65,D,Monroe,Polk,19,0,37,56
Chris D May,State Representative,65,R,Monroe,Polk,10,0,65,75
,Ballots Cast,,,Monroe,Richland 01,,,,717
,Straight Party,,D,Monroe,Richland 01,68,0,92,160
,Straight Party,,R,Monroe,Richland 01,49,0,90,139
,Straight Party,,L,Monroe,Richland 01,0,0,5,5
Joe Donnelly,U.S. Senate,,D,Monroe,Richland 01,132,0,233,365
Mike Braun,U.S. Senate,,R,Monroe,Richland 01,92,0,203,295
Lucy M Brenton,U.S. Senate,,L,Monroe,Richland 01,11,0,44,55
Christopher Fischer,U.S. Senate,,W,Monroe,Richland 01,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Richland 01,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Richland 01,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Richland 01,130,0,209,339
Connie Lawson,Secretary of State,,R,Monroe,Richland 01,102,0,243,345
Mark W. Rutherford,Secretary of State,,L,Monroe,Richland 01,4,0,23,27
George William Wolfe ,Secretary of State,,W,Monroe,Richland 01,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Richland 01,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Richland 01,131,0,203,334
Tera Klutz,Auditor of State,,R,Monroe,Richland 01,97,0,241,338
John Schick,Auditor of State,,L,Monroe,Richland 01,6,0,25,31
John C. Aguilera,Treasurer of State,,D,Monroe,Richland 01,130,0,206,336
Kelly Mitchell,Treasurer of State,,R,Monroe,Richland 01,103,0,259,362
Liz Watson,U.S. House,9,D,Monroe,Richland 01,142,0,253,395
Trey Hollingsworth,U.S. House,9,R,Monroe,Richland 01,94,0,222,316
George William Wolfe ,US House,9,W,Monroe,Richland 01,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Richland 01,0,0,0,0
E Thomasina Marsili,State Representative,46,D,Monroe,Richland 01,128,0,218,346
Bob Heaton,State Representative,46,R,Monroe,Richland 01,107,0,252,359
,Ballots Cast,,,Monroe,Richland 02,,,,694
,Straight Party,,D,Monroe,Richland 02,62,0,64,126
,Straight Party,,R,Monroe,Richland 02,49,0,113,162
,Straight Party,,L,Monroe,Richland 02,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Richland 02,148,0,179,327
Mike Braun,U.S. Senate,,R,Monroe,Richland 02,95,0,233,328
Lucy M Brenton,U.S. Senate,,L,Monroe,Richland 02,5,0,26,31
Christopher Fischer,U.S. Senate,,W,Monroe,Richland 02,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Richland 02,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Richland 02,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Richland 02,134,0,162,296
Connie Lawson,Secretary of State,,R,Monroe,Richland 02,110,0,263,373
Mark W. Rutherford,Secretary of State,,L,Monroe,Richland 02,3,0,10,13
George William Wolfe ,Secretary of State,,W,Monroe,Richland 02,0,0,1,1
Jeremy Heath ,Secretary of State,,W,Monroe,Richland 02,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Richland 02,127,0,172,299
Tera Klutz,Auditor of State,,R,Monroe,Richland 02,110,0,249,359
John Schick,Auditor of State,,L,Monroe,Richland 02,7,0,14,21
John C. Aguilera,Treasurer of State,,D,Monroe,Richland 02,133,0,170,303
Kelly Mitchell,Treasurer of State,,R,Monroe,Richland 02,111,0,260,371
Liz Watson,U.S. House,9,D,Monroe,Richland 02,156,0,194,350
Trey Hollingsworth,U.S. House,9,R,Monroe,Richland 02,93,0,243,336
George William Wolfe ,US House,9,W,Monroe,Richland 02,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Richland 02,0,0,0,0
E Thomasina Marsili,State Representative,46,D,Monroe,Richland 02,136,0,174,310
Bob Heaton,State Representative,46,R,Monroe,Richland 02,110,0,257,367
,Ballots Cast,,,Monroe,Richland 03,,,,464
,Straight Party,,D,Monroe,Richland 03,46,0,23,69
,Straight Party,,R,Monroe,Richland 03,66,0,68,134
,Straight Party,,L,Monroe,Richland 03,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Richland 03,97,0,88,185
Mike Braun,U.S. Senate,,R,Monroe,Richland 03,116,0,141,257
Lucy M Brenton,U.S. Senate,,L,Monroe,Richland 03,7,0,11,18
Christopher Fischer,U.S. Senate,,W,Monroe,Richland 03,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Richland 03,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Richland 03,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Richland 03,86,0,82,168
Connie Lawson,Secretary of State,,R,Monroe,Richland 03,131,0,150,281
Mark W. Rutherford,Secretary of State,,L,Monroe,Richland 03,4,0,4,8
George William Wolfe ,Secretary of State,,W,Monroe,Richland 03,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Richland 03,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Richland 03,93,0,77,170
Tera Klutz,Auditor of State,,R,Monroe,Richland 03,125,0,148,273
John Schick,Auditor of State,,L,Monroe,Richland 03,1,0,11,12
John C. Aguilera,Treasurer of State,,D,Monroe,Richland 03,92,0,80,172
Kelly Mitchell,Treasurer of State,,R,Monroe,Richland 03,127,0,152,279
Liz Watson,U.S. House,9,D,Monroe,Richland 03,109,0,98,207
Trey Hollingsworth,U.S. House,9,R,Monroe,Richland 03,113,0,138,251
George William Wolfe ,US House,9,W,Monroe,Richland 03,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Richland 03,0,0,0,0
E Thomasina Marsili,State Representative,46,D,Monroe,Richland 03,96,0,79,175
Bob Heaton,State Representative,46,R,Monroe,Richland 03,123,0,153,276
,Ballots Cast,,,Monroe,Richland 04,,,,915
,Straight Party,,D,Monroe,Richland 04,95,0,65,160
,Straight Party,,R,Monroe,Richland 04,79,0,115,194
,Straight Party,,L,Monroe,Richland 04,0,0,3,3
Joe Donnelly,U.S. Senate,,D,Monroe,Richland 04,259,0,212,471
Mike Braun,U.S. Senate,,R,Monroe,Richland 04,143,0,250,393
Lucy M Brenton,U.S. Senate,,L,Monroe,Richland 04,11,0,33,44
Christopher Fischer,U.S. Senate,,W,Monroe,Richland 04,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Richland 04,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Richland 04,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Richland 04,224,0,177,401
Connie Lawson,Secretary of State,,R,Monroe,Richland 04,172,0,292,464
Mark W. Rutherford,Secretary of State,,L,Monroe,Richland 04,7,0,23,30
George William Wolfe ,Secretary of State,,W,Monroe,Richland 04,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Richland 04,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Richland 04,226,0,174,400
Tera Klutz,Auditor of State,,R,Monroe,Richland 04,171,0,288,459
John Schick,Auditor of State,,L,Monroe,Richland 04,8,0,25,33
John C. Aguilera,Treasurer of State,,D,Monroe,Richland 04,218,0,171,389
Kelly Mitchell,Treasurer of State,,R,Monroe,Richland 04,181,0,308,489
Liz Watson,U.S. House,9,D,Monroe,Richland 04,253,0,227,480
Trey Hollingsworth,U.S. House,9,R,Monroe,Richland 04,159,0,268,427
George William Wolfe ,US House,9,W,Monroe,Richland 04,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Richland 04,0,0,0,0
E Thomasina Marsili,State Representative,46,D,Monroe,Richland 04,229,0,192,421
Bob Heaton,State Representative,46,R,Monroe,Richland 04,174,0,294,468
,Ballots Cast,,,Monroe,Richland 05,,,,618
,Straight Party,,D,Monroe,Richland 05,46,0,36,82
,Straight Party,,R,Monroe,Richland 05,61,0,78,139
,Straight Party,,L,Monroe,Richland 05,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Richland 05,127,0,136,263
Mike Braun,U.S. Senate,,R,Monroe,Richland 05,105,0,193,298
Lucy M Brenton,U.S. Senate,,L,Monroe,Richland 05,11,0,39,50
Christopher Fischer,U.S. Senate,,W,Monroe,Richland 05,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Richland 05,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Richland 05,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Richland 05,110,0,116,226
Connie Lawson,Secretary of State,,R,Monroe,Richland 05,118,0,232,350
Mark W. Rutherford,Secretary of State,,L,Monroe,Richland 05,10,0,17,27
George William Wolfe ,Secretary of State,,W,Monroe,Richland 05,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Richland 05,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Richland 05,112,0,116,228
Tera Klutz,Auditor of State,,R,Monroe,Richland 05,115,0,228,343
John Schick,Auditor of State,,L,Monroe,Richland 05,10,0,19,29
John C. Aguilera,Treasurer of State,,D,Monroe,Richland 05,116,0,123,239
Kelly Mitchell,Treasurer of State,,R,Monroe,Richland 05,122,0,237,359
Liz Watson,U.S. House,9,D,Monroe,Richland 05,131,0,155,286
Trey Hollingsworth,U.S. House,9,R,Monroe,Richland 05,109,0,211,320
George William Wolfe ,US House,9,W,Monroe,Richland 05,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Richland 05,0,0,0,0
E Thomasina Marsili,State Representative,46,D,Monroe,Richland 05,117,0,128,245
Bob Heaton,State Representative,46,R,Monroe,Richland 05,122,0,234,356
,Ballots Cast,,,Monroe,Richland 06,,,,653
,Straight Party,,D,Monroe,Richland 06,37,0,26,63
,Straight Party,,R,Monroe,Richland 06,79,0,124,203
,Straight Party,,L,Monroe,Richland 06,1,0,1,2
Joe Donnelly,U.S. Senate,,D,Monroe,Richland 06,98,0,122,220
Mike Braun,U.S. Senate,,R,Monroe,Richland 06,156,0,238,394
Lucy M Brenton,U.S. Senate,,L,Monroe,Richland 06,12,0,24,36
Christopher Fischer,U.S. Senate,,W,Monroe,Richland 06,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Richland 06,1,0,0,1
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Richland 06,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Richland 06,84,0,100,184
Connie Lawson,Secretary of State,,R,Monroe,Richland 06,164,0,265,429
Mark W. Rutherford,Secretary of State,,L,Monroe,Richland 06,12,0,14,26
George William Wolfe ,Secretary of State,,W,Monroe,Richland 06,2,0,2,4
Jeremy Heath ,Secretary of State,,W,Monroe,Richland 06,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Richland 06,81,0,101,182
Tera Klutz,Auditor of State,,R,Monroe,Richland 06,165,0,256,421
John Schick,Auditor of State,,L,Monroe,Richland 06,13,0,21,34
John C. Aguilera,Treasurer of State,,D,Monroe,Richland 06,85,0,102,187
Kelly Mitchell,Treasurer of State,,R,Monroe,Richland 06,172,0,277,449
Liz Watson,U.S. House,9,D,Monroe,Richland 06,109,0,137,246
Trey Hollingsworth,U.S. House,9,R,Monroe,Richland 06,157,0,247,404
George William Wolfe ,US House,9,W,Monroe,Richland 06,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Richland 06,0,0,0,0
E Thomasina Marsili,State Representative,46,D,Monroe,Richland 06,88,0,107,195
Bob Heaton,State Representative,46,R,Monroe,Richland 06,171,0,271,442
,Ballots Cast,,,Monroe,Richland 07,,,,860
,Straight Party,,D,Monroe,Richland 07,90,0,62,152
,Straight Party,,R,Monroe,Richland 07,64,0,113,177
,Straight Party,,L,Monroe,Richland 07,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Richland 07,238,0,226,464
Mike Braun,U.S. Senate,,R,Monroe,Richland 07,136,0,225,361
Lucy M Brenton,U.S. Senate,,L,Monroe,Richland 07,9,0,19,28
Christopher Fischer,U.S. Senate,,W,Monroe,Richland 07,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Richland 07,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Richland 07,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Richland 07,215,0,187,402
Connie Lawson,Secretary of State,,R,Monroe,Richland 07,162,0,252,414
Mark W. Rutherford,Secretary of State,,L,Monroe,Richland 07,3,0,21,24
George William Wolfe ,Secretary of State,,W,Monroe,Richland 07,0,0,1,1
Jeremy Heath ,Secretary of State,,W,Monroe,Richland 07,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Richland 07,213,0,187,400
Tera Klutz,Auditor of State,,R,Monroe,Richland 07,151,0,257,408
John Schick,Auditor of State,,L,Monroe,Richland 07,8,0,14,22
John C. Aguilera,Treasurer of State,,D,Monroe,Richland 07,211,0,181,392
Kelly Mitchell,Treasurer of State,,R,Monroe,Richland 07,161,0,274,435
Liz Watson,U.S. House,9,D,Monroe,Richland 07,238,0,218,456
Trey Hollingsworth,U.S. House,9,R,Monroe,Richland 07,144,0,249,393
George William Wolfe ,US House,9,W,Monroe,Richland 07,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Richland 07,0,0,0,0
E Thomasina Marsili,State Representative,46,D,Monroe,Richland 07,216,0,191,407
Bob Heaton,State Representative,46,R,Monroe,Richland 07,162,0,264,426
,Ballots Cast,,,Monroe,Richland 08 ,,,,867
,Straight Party,,D,Monroe,Richland 08 ,90,0,72,162
,Straight Party,,R,Monroe,Richland 08 ,75,0,124,199
,Straight Party,,L,Monroe,Richland 08 ,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Richland 08 ,196,0,241,437
Mike Braun,U.S. Senate,,R,Monroe,Richland 08 ,112,0,270,382
Lucy M Brenton,U.S. Senate,,L,Monroe,Richland 08 ,15,0,26,41
Christopher Fischer,U.S. Senate,,W,Monroe,Richland 08 ,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Richland 08 ,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Richland 08 ,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Richland 08 ,179,0,202,381
Connie Lawson,Secretary of State,,R,Monroe,Richland 08 ,135,0,302,437
Mark W. Rutherford,Secretary of State,,L,Monroe,Richland 08 ,5,0,22,27
George William Wolfe ,Secretary of State,,W,Monroe,Richland 08 ,2,0,1,3
Jeremy Heath ,Secretary of State,,W,Monroe,Richland 08 ,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Richland 08 ,184,0,198,382
Tera Klutz,Auditor of State,,R,Monroe,Richland 08 ,125,0,302,427
John Schick,Auditor of State,,L,Monroe,Richland 08 ,10,0,22,32
John C. Aguilera,Treasurer of State,,D,Monroe,Richland 08 ,183,0,203,386
Kelly Mitchell,Treasurer of State,,R,Monroe,Richland 08 ,135,0,316,451
Liz Watson,U.S. House,9,D,Monroe,Richland 08 ,206,0,256,462
Trey Hollingsworth,U.S. House,9,R,Monroe,Richland 08 ,117,0,279,396
George William Wolfe ,US House,9,W,Monroe,Richland 08 ,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Richland 08 ,0,0,0,0
E Thomasina Marsili,State Representative,46,D,Monroe,Richland 08 ,186,0,208,394
Bob Heaton,State Representative,46,R,Monroe,Richland 08 ,132,0,311,443
,Ballots Cast,,,Monroe,Richland 09,,,,2
,Straight Party,,D,Monroe,Richland 09,0,0,1,1
,Straight Party,,R,Monroe,Richland 09,0,0,0,0
,Straight Party,,L,Monroe,Richland 09,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Richland 09,0,0,1,1
