candidate,office,district,party,county,precinct,absentee,early_voting,election_day,votes
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 011,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 011,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 011,210,0,159,369
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 011,124,0,147,271
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 011,1,0,14,15
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 011,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 011,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 011,200,0,155,355
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 011,123,0,143,266
John Schick,Auditor of State,,L,Monroe,Bloomington 011,8,0,20,28
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 011,206,0,159,365
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 011,120,0,157,277
Liz Watson,U.S. House,9,D,Monroe,Bloomington 011,227,0,178,405
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 011,107,0,143,250
George William Wolfe ,US House,9,W,Monroe,Bloomington 011,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 011,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 011,233,0,217,450
,Ballots Cast,,,Monroe,Bloomington 012,,,,736
,Straight Party,,D,Monroe,Bloomington 012,128,0,37,165
,Straight Party,,R,Monroe,Bloomington 012,77,0,55,132
,Straight Party,,L,Monroe,Bloomington 012,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 012,303,0,154,457
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 012,124,0,122,246
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 012,7,0,17,24
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 012,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 012,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 012,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 012,277,0,139,416
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 012,147,0,136,283
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 012,2,0,18,20
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 012,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 012,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 012,274,0,141,415
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 012,141,0,135,276
John Schick,Auditor of State,,L,Monroe,Bloomington 012,8,0,13,21
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 012,274,0,150,424
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 012,147,0,135,282
Liz Watson,U.S. House,9,D,Monroe,Bloomington 012,310,0,172,482
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 012,124,0,122,246
George William Wolfe ,US House,9,W,Monroe,Bloomington 012,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 012,0,0,0,0
Penny Githens,State Representative,60,D,Monroe,Bloomington 012,290,0,147,437
Peggy Mayfield,State Representative,60,R,Monroe,Bloomington 012,140,0,148,288
,Ballots Cast,,,Monroe,Bloomington 013,,,,675
,Straight Party,,D,Monroe,Bloomington 013,135,0,61,196
,Straight Party,,R,Monroe,Bloomington 013,41,0,30,71
,Straight Party,,L,Monroe,Bloomington 013,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 013,299,0,195,494
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 013,77,0,71,148
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 013,12,0,19,31
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 013,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 013,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 013,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 013,282,0,168,450
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 013,86,0,99,185
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 013,12,0,17,29
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 013,0,0,1,1
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 013,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 013,283,0,160,443
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 013,86,0,97,183
John Schick,Auditor of State,,L,Monroe,Bloomington 013,8,0,24,32
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 013,284,0,170,454
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 013,92,0,108,200
Liz Watson,U.S. House,9,D,Monroe,Bloomington 013,302,0,199,501
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 013,83,0,83,166
George William Wolfe ,US House,9,W,Monroe,Bloomington 013,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 013,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 013,313,0,210,523
,Ballots Cast,,,Monroe,Bloomington 014,,,,434
,Straight Party,,D,Monroe,Bloomington 014,70,0,77,147
,Straight Party,,R,Monroe,Bloomington 014,19,0,33,52
,Straight Party,,L,Monroe,Bloomington 014,1,0,2,3
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 014,146,0,168,314
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 014,29,0,57,86
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 014,8,0,23,31
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 014,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 014,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 014,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 014,139,0,162,301
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 014,34,0,63,97
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 014,8,0,21,29
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 014,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 014,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 014,131,0,163,294
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 014,37,0,62,99
John Schick,Auditor of State,,L,Monroe,Bloomington 014,11,0,19,30
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 014,142,0,170,312
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 014,37,0,75,112
Liz Watson,U.S. House,9,D,Monroe,Bloomington 014,149,0,183,332
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 014,32,0,63,95
George William Wolfe ,US House,9,W,Monroe,Bloomington 014,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 014,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 014,146,0,206,354
,Ballots Cast,,,Monroe,Bloomington 015,,,,742
,Straight Party,,D,Monroe,Bloomington 015,112,0,44,156
,Straight Party,,R,Monroe,Bloomington 015,73,0,64,137
,Straight Party,,L,Monroe,Bloomington 015,0,0,2,2
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 015,266,0,167,433
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 015,123,0,152,275
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 015,9,0,16,25
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 015,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 015,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 015,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 015,252,0,139,391
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 015,140,0,176,316
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 015,2,0,18,20
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 015,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 015,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 015,248,0,142,390
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 015,141,0,169,310
John Schick,Auditor of State,,L,Monroe,Bloomington 015,2,0,15,17
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 015,246,0,135,381
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 015,142,0,189,331
Liz Watson,U.S. House,9,D,Monroe,Bloomington 015,277,0,173,450
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 015,122,0,162,284
George William Wolfe ,US House,9,W,Monroe,Bloomington 015,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 015,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 015,287,0,214,501
,Ballots Cast,,,Monroe,Bloomington 016,,,,529
,Straight Party,,D,Monroe,Bloomington 016,116,0,63,179
,Straight Party,,R,Monroe,Bloomington 016,9,0,13,22
,Straight Party,,L,Monroe,Bloomington 016,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 016,225,0,210,435
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 016,29,0,40,69
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 016,8,0,11,19
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 016,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 016,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 016,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 016,218,0,193,411
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 016,35,0,52,87
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 016,6,0,8,14
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 016,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 016,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 016,217,0,177,394
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 016,35,0,64,99
John Schick,Auditor of State,,L,Monroe,Bloomington 016,5,0,10,15
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 016,218,0,186,404
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 016,40,0,66,106
Liz Watson,U.S. House,9,D,Monroe,Bloomington 016,230,0,216,446
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 016,33,0,46,79
George William Wolfe ,US House,9,W,Monroe,Bloomington 016,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 016,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 016,232,0,224,456
,Ballots Cast,,,Monroe,Bloomington 017,,,,692
,Straight Party,,D,Monroe,Bloomington 017,127,0,68,195
,Straight Party,,R,Monroe,Bloomington 017,39,0,42,81
,Straight Party,,L,Monroe,Bloomington 017,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 017,297,0,201,498
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 017,74,0,83,157
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 017,16,0,15,31
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 017,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 017,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 017,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 017,274,0,177,451
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 017,99,0,104,203
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 017,12,0,15,27
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 017,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 017,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 017,272,0,168,440
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 017,98,0,110,208
John Schick,Auditor of State,,L,Monroe,Bloomington 017,10,0,14,24
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 017,280,0,174,454
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 017,98,0,117,215
Liz Watson,U.S. House,9,D,Monroe,Bloomington 017,309,0,206,515
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 017,77,0,93,170
George William Wolfe ,US House,9,W,Monroe,Bloomington 017,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 017,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 017,312,0,212,524
,Ballots Cast,,,Monroe,Bloomington 018,,,,589
,Straight Party,,D,Monroe,Bloomington 018,34,0,194,228
,Straight Party,,R,Monroe,Bloomington 018,5,0,21,26
,Straight Party,,L,Monroe,Bloomington 018,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 018,87,0,409,496
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 018,7,0,46,53
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 018,5,0,30,35
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 018,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 018,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 018,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 018,87,0,397,484
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 018,9,0,61,70
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 018,3,0,24,27
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 018,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 018,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 018,85,0,386,471
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 018,9,0,59,68
John Schick,Auditor of State,,L,Monroe,Bloomington 018,5,0,28,33
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 018,85,0,396,481
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 018,14,0,76,90
Liz Watson,U.S. House,9,D,Monroe,Bloomington 018,92,0,427,519
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 018,7,0,54,61
George William Wolfe ,US House,9,W,Monroe,Bloomington 018,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 018,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 018,94,0,452,546
,Ballots Cast,,,Monroe,Bloomington 019,,,,230
,Straight Party,,D,Monroe,Bloomington 019,34,0,28,62
,Straight Party,,R,Monroe,Bloomington 019,1,0,5,6
,Straight Party,,L,Monroe,Bloomington 019,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 019,111,0,93,204
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 019,3,0,12,15
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 019,1,0,9,10
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 019,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 019,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 019,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 019,101,0,85,186
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 019,6,0,17,23
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 019,4,0,7,11
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 019,0,0,1,1
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 019,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 019,96,0,78,174
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 019,7,0,22,29
John Schick,Auditor of State,,L,Monroe,Bloomington 019,6,0,9,15
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 019,102,0,86,188
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 019,7,0,22,29
Liz Watson,U.S. House,9,D,Monroe,Bloomington 019,111,0,100,211
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 019,4,0,14,18
George William Wolfe ,US House,9,W,Monroe,Bloomington 019,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 019,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 019,104,0,97,201
,Ballots Cast,,,Monroe,Bloomington 020,,,,368
,Straight Party,,D,Monroe,Bloomington 020,79,0,45,124
,Straight Party,,R,Monroe,Bloomington 020,4,0,6,10
,Straight Party,,L,Monroe,Bloomington 020,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 020,171,0,148,319
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 020,11,0,19,30
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 020,6,0,10,16
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 020,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 020,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 020,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 020,170,0,140,310
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 020,13,0,24,37
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 020,3,0,8,11
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 020,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 020,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 020,171,0,138,309
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 020,13,0,27,40
John Schick,Auditor of State,,L,Monroe,Bloomington 020,2,0,5,7
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 020,171,0,137,308
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 020,15,0,30,45
Liz Watson,U.S. House,9,D,Monroe,Bloomington 020,178,0,157,335
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 020,11,0,20,31
George William Wolfe ,US House,9,W,Monroe,Bloomington 020,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 020,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 020,176,0,151,327
,Ballots Cast,,,Monroe,Bloomington 021,,,,610
,Straight Party,,D,Monroe,Bloomington 021,112,0,93,205
,Straight Party,,R,Monroe,Bloomington 021,27,0,21,48
,Straight Party,,L,Monroe,Bloomington 021,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 021,258,0,242,500
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 021,44,0,44,88
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 021,8,0,9,17
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 021,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 021,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 021,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 021,258,0,231,489
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 021,47,0,43,90
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 021,3,0,19,22
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 021,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 021,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 021,251,0,218,469
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 021,48,0,46,94
John Schick,Auditor of State,,L,Monroe,Bloomington 021,5,0,25,30
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 021,255,0,234,489
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 021,50,0,53,103
Liz Watson,U.S. House,9,D,Monroe,Bloomington 021,266,0,253,519
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 021,45,0,42,87
George William Wolfe ,US House,9,W,Monroe,Bloomington 021,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 021,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 021,264,0,253,517
,Ballots Cast,,,Monroe,Bloomington 022,,,,529
,Straight Party,,D,Monroe,Bloomington 022,68,0,115,183
,Straight Party,,R,Monroe,Bloomington 022,15,0,27,42
,Straight Party,,L,Monroe,Bloomington 022,2,0,1,3
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 022,155,0,259,414
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 022,24,0,63,87
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 022,9,0,12,21
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 022,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 022,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 022,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 022,152,0,238,390
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 022,33,0,78,111
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 022,5,0,13,18
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 022,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 022,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 022,149,0,233,382
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 022,29,0,79,108
John Schick,Auditor of State,,L,Monroe,Bloomington 022,8,0,17,25
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 022,149,0,246,395
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 022,34,0,81,115
Liz Watson,U.S. House,9,D,Monroe,Bloomington 022,164,0,271,435
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 022,24,0,61,85
George William Wolfe ,US House,9,W,Monroe,Bloomington 022,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 022,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 022,161,0,277,438
,Ballots Cast,,,Monroe,Bloomington 023,,,,372
,Straight Party,,D,Monroe,Bloomington 023,33,0,107,140
,Straight Party,,R,Monroe,Bloomington 023,5,0,15,20
,Straight Party,,L,Monroe,Bloomington 023,1,0,2,3
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 023,80,0,220,300
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 023,10,0,40,50
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 023,5,0,15,20
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 023,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 023,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 023,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 023,81,0,212,293
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 023,11,0,49,60
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 023,1,0,13,14
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 023,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 023,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 023,74,0,206,280
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 023,15,0,53,68
John Schick,Auditor of State,,L,Monroe,Bloomington 023,3,0,14,17
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 023,77,0,210,287
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 023,16,0,61,77
Liz Watson,U.S. House,9,D,Monroe,Bloomington 023,82,0,226,308
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 023,12,0,50,62
George William Wolfe ,US House,9,W,Monroe,Bloomington 023,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 023,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 023,85,0,251,336
,Ballots Cast,,,Monroe,Bloomington 024,,,,171
,Straight Party,,D,Monroe,Bloomington 024,32,0,18,50
,Straight Party,,R,Monroe,Bloomington 024,15,0,7,22
,Straight Party,,L,Monroe,Bloomington 024,0,0,1,1
Joe Donnelly,U.S. Senate,,D,Monroe,Bloomington 024,52,0,50,102
Mike Braun,U.S. Senate,,R,Monroe,Bloomington 024,24,0,24,48
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloomington 024,3,0,13,16
Christopher Fischer,U.S. Senate,,W,Monroe,Bloomington 024,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloomington 024,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloomington 024,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloomington 024,51,0,48,99
Connie Lawson,Secretary of State,,R,Monroe,Bloomington 024,26,0,29,55
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloomington 024,3,0,12,15
George William Wolfe ,Secretary of State,,W,Monroe,Bloomington 024,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Bloomington 024,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloomington 024,51,0,47,98
Tera Klutz,Auditor of State,,R,Monroe,Bloomington 024,25,0,32,57
John Schick,Auditor of State,,L,Monroe,Bloomington 024,3,0,10,13
John C. Aguilera,Treasurer of State,,D,Monroe,Bloomington 024,51,0,52,103
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloomington 024,28,0,36,64
Liz Watson,U.S. House,9,D,Monroe,Bloomington 024,56,0,57,113
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloomington 024,24,0,32,56
George William Wolfe ,US House,9,W,Monroe,Bloomington 024,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloomington 024,0,0,0,0
Matt Pierce,State Representative,61,D,Monroe,Bloomington 024,57,0,62,119
,Ballots Cast,,,Monroe,Clear Creek 01,,,,873
,Straight Party,,D,Monroe,Clear Creek 01,55,0,90,145
,Straight Party,,R,Monroe,Clear Creek 01,89,0,165,254
,Straight Party,,L,Monroe,Clear Creek 01,0,0,2,2
Joe Donnelly,U.S. Senate,,D,Monroe,Clear Creek 01,154,0,228,382
Mike Braun,U.S. Senate,,R,Monroe,Clear Creek 01,147,0,290,437
Lucy M Brenton,U.S. Senate,,L,Monroe,Clear Creek 01,17,0,27,44
Christopher Fischer,U.S. Senate,,W,Monroe,Clear Creek 01,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Clear Creek 01,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Clear Creek 01,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Clear Creek 01,138,0,186,324
Connie Lawson,Secretary of State,,R,Monroe,Clear Creek 01,171,0,335,506
Mark W. Rutherford,Secretary of State,,L,Monroe,Clear Creek 01,7,0,23,30
George William Wolfe ,Secretary of State,,W,Monroe,Clear Creek 01,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Clear Creek 01,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Clear Creek 01,139,0,189,328
Tera Klutz,Auditor of State,,R,Monroe,Clear Creek 01,166,0,322,488
John Schick,Auditor of State,,L,Monroe,Clear Creek 01,10,0,27,37
John C. Aguilera,Treasurer of State,,D,Monroe,Clear Creek 01,137,0,194,331
