county,precinct,office,district,party,candidate,election_day,early_voting,post_election,absentee,votes
Ripley,Laughery 3-1,Straight Party,,REP,,190,23,0,19,232
Ripley,Laughery 3-1,Straight Party,,DEM,,43,20,0,16,79
Ripley,Laughery 3-1,Straight Party,,LIB,,7,0,0,1,8
Ripley,Laughery 3-1,President,,REP,Donald J Trump,450,40,0,53,543
Ripley,Laughery 3-1,President,,DEM,Joseph R Biden,114,55,0,49,218
Ripley,Laughery 3-1,President,,LIB,Jo Jorgensen,15,3,0,1,19
Ripley,Laughery 3-1,President,,,Write-In,0,1,0,0,1
Ripley,Laughery 3-1,Governor,,REP,Eric Holcomb,381,49,0,49,476
Ripley,Laughery 3-1,Governor,,DEM,Woodrow (Woody) Myers,86,41,0,40,167
Ripley,Laughery 3-1,Governor,,LIB,Donald G Rainwater II,105,10,0,11,126
Ripley,Laughery 3-1,Attorney General,,REP,Todd Rokita,446,48,0,55,549
Ripley,Laughery 3-1,Attorney General,,DEM,Jonathan Weinzapfel,110,50,0,42,202
Ripley,Laughery 3-1,U.S. House,6,REP,Greg Pence,430,41,0,50,521
Ripley,Laughery 3-1,U.S. House,6,DEM,Jeannine Lee Lake,103,50,0,42,195
Ripley,Laughery 3-1,U.S. House,6,LIB,Tom Ferkinhoff,34,8,0,8,50
Ripley,Laughery 3-1,U.S. House,6,,Write-In,0,0,0,0,0
Ripley,Laughery 3-1,State Senate,42,REP,Jean Leising,497,71,0,67,635
Ripley,Laughery 3-1,State Representative,55,REP,Cindy Meyer Ziemke,486,66,0,66,618
Ripley,Otter Creek 1,Registered Voters,,,,,,,,499
Ripley,Otter Creek 1,Ballots Cast,,,,193,86,0,24,303
Ripley,Otter Creek 1,Straight Party,,REP,,65,40,0,4,109
Ripley,Otter Creek 1,Straight Party,,DEM,,5,5,0,9,19
Ripley,Otter Creek 1,Straight Party,,LIB,,1,0,0,0,1
Ripley,Otter Creek 1,President,,REP,Donald J Trump,169,72,0,12,253
Ripley,Otter Creek 1,President,,DEM,Joseph R Biden,18,11,0,12,41
Ripley,Otter Creek 1,President,,LIB,Jo Jorgensen,4,0,0,0,4
Ripley,Otter Creek 1,President,,,Write-In,0,0,0,0,0
Ripley,Otter Creek 1,Governor,,REP,Eric Holcomb,121,59,0,10,190
Ripley,Otter Creek 1,Governor,,DEM,Woodrow (Woody) Myers,13,11,0,12,36
Ripley,Otter Creek 1,Governor,,LIB,Donald G Rainwater II,54,12,0,2,68
Ripley,Otter Creek 1,Attorney General,,REP,Todd Rokita,160,71,0,12,243
Ripley,Otter Creek 1,Attorney General,,DEM,Jonathan Weinzapfel,24,11,0,11,46
Ripley,Otter Creek 1,U.S. House,6,REP,Greg Pence,169,70,0,14,253
Ripley,Otter Creek 1,U.S. House,6,DEM,Jeannine Lee Lake,18,12,0,9,39
Ripley,Otter Creek 1,U.S. House,6,LIB,Tom Ferkinhoff,4,2,0,0,6
Ripley,Otter Creek 1,U.S. House,6,,Write-In,0,0,0,0,0
Ripley,Otter Creek 1,State Representative,67,REP,Randy Frye,166,76,0,13,255
Ripley,Otter Creek 2,Registered Voters,,,,,,,,489
Ripley,Otter Creek 2,Ballots Cast,,,,221,85,0,29,335
Ripley,Otter Creek 2,Straight Party,,REP,,79,33,0,9,121
Ripley,Otter Creek 2,Straight Party,,DEM,,10,6,0,4,20
Ripley,Otter Creek 2,Straight Party,,LIB,,1,0,0,0,1
Ripley,Otter Creek 2,President,,REP,Donald J Trump,193,66,0,15,274
Ripley,Otter Creek 2,President,,DEM,Joseph R Biden,25,17,0,12,54
Ripley,Otter Creek 2,President,,LIB,Jo Jorgensen,2,0,0,1,3
Ripley,Otter Creek 2,President,,,Write-In,0,0,0,0,0
Ripley,Otter Creek 2,Governor,,REP,Eric Holcomb,139,55,0,19,213
Ripley,Otter Creek 2,Governor,,DEM,Woodrow (Woody) Myers,26,12,0,10,48
Ripley,Otter Creek 2,Governor,,LIB,Donald G Rainwater II,53,17,0,0,70
Ripley,Otter Creek 2,Attorney General,,REP,Todd Rokita,182,64,0,16,262
Ripley,Otter Creek 2,Attorney General,,DEM,Jonathan Weinzapfel,35,17,0,12,64
Ripley,Otter Creek 2,U.S. House,6,REP,Greg Pence,188,65,0,16,269
Ripley,Otter Creek 2,U.S. House,6,DEM,Jeannine Lee Lake,28,15,0,10,53
Ripley,Otter Creek 2,U.S. House,6,LIB,Tom Ferkinhoff,2,2,0,3,7
Ripley,Otter Creek 2,U.S. House,6,,Write-In,0,0,0,0,0
Ripley,Otter Creek 2,State Representative,67,REP,Randy Frye,200,72,0,21,293
Ripley,Shelby,Registered Voters,,,,,,,,659
Ripley,Shelby,Ballots Cast,,,,257,112,0,51,420
Ripley,Shelby,Straight Party,,REP,,117,42,0,13,172
Ripley,Shelby,Straight Party,,DEM,,6,12,0,12,30
Ripley,Shelby,Straight Party,,LIB,,2,1,0,0,3
Ripley,Shelby,President,,REP,Donald J Trump,224,83,0,27,334
Ripley,Shelby,President,,DEM,Joseph R Biden,22,24,0,20,66
Ripley,Shelby,President,,LIB,Jo Jorgensen,7,2,0,1,10
Ripley,Shelby,President,,,Write-In,0,1,0,0,1
Ripley,Shelby,Governor,,REP,Eric Holcomb,176,71,0,31,278
Ripley,Shelby,Governor,,DEM,Woodrow (Woody) Myers,23,25,0,16,64
Ripley,Shelby,Governor,,LIB,Donald G Rainwater II,55,14,0,3,72
Ripley,Shelby,Attorney General,,REP,Todd Rokita,215,81,0,28,324
Ripley,Shelby,Attorney General,,DEM,Jonathan Weinzapfel,34,27,0,20,81
Ripley,Shelby,U.S. House,6,REP,Greg Pence,218,82,0,29,329
Ripley,Shelby,U.S. House,6,DEM,Jeannine Lee Lake,28,26,0,21,75
Ripley,Shelby,U.S. House,6,LIB,Tom Ferkinhoff,8,2,0,1,11
Ripley,Shelby,U.S. House,6,,Write-In,0,0,0,0,0
Ripley,Shelby,State Representative,67,REP,Randy Frye,237,96,0,36,369
Ripley,Washington 1,Registered Voters,,,,,,,,735
Ripley,Washington 1,Ballots Cast,,,,371,106,0,32,509
Ripley,Washington 1,Straight Party,,REP,,162,57,0,12,231
Ripley,Washington 1,Straight Party,,DEM,,13,10,0,3,26
Ripley,Washington 1,Straight Party,,LIB,,5,0,0,0,5
Ripley,Washington 1,President,,REP,Donald J Trump,322,91,0,25,438
Ripley,Washington 1,President,,DEM,Joseph R Biden,43,15,0,7,65
Ripley,Washington 1,President,,LIB,Jo Jorgensen,6,0,0,0,6
Ripley,Washington 1,President,,,Write-In,0,0,0,0,0
Ripley,Washington 1,Governor,,REP,Eric Holcomb,275,74,0,23,372
Ripley,Washington 1,Governor,,DEM,Woodrow (Woody) Myers,31,15,0,7,53
Ripley,Washington 1,Governor,,LIB,Donald G Rainwater II,63,14,0,2,79
Ripley,Washington 1,Attorney General,,REP,Todd Rokita,316,87,0,26,429
Ripley,Washington 1,Attorney General,,DEM,Jonathan Weinzapfel,49,16,0,6,71
Ripley,Washington 1,U.S. House,6,REP,Greg Pence,317,88,0,24,429
Ripley,Washington 1,U.S. House,6,DEM,Jeannine Lee Lake,42,16,0,8,66
Ripley,Washington 1,U.S. House,6,LIB,Tom Ferkinhoff,10,1,0,0,11
Ripley,Washington 1,U.S. House,6,,Write-In,0,0,0,0,0
Ripley,Washington 1,State Representative,67,REP,Randy Frye,336,92,0,26,454
Ripley,Washington 2,Registered Voters,,,,,,,,1066
Ripley,Washington 2,Ballots Cast,,,,462,238,0,83,783
Ripley,Washington 2,Straight Party,,REP,,194,110,0,21,325
Ripley,Washington 2,Straight Party,,DEM,,24,16,0,22,62
Ripley,Washington 2,Straight Party,,LIB,,5,4,0,0,9
Ripley,Washington 2,President,,REP,Donald J Trump,386,175,0,44,605
Ripley,Washington 2,President,,DEM,Joseph R Biden,60,54,0,37,151
Ripley,Washington 2,President,,LIB,Jo Jorgensen,10,3,0,1,14
Ripley,Washington 2,President,,,Write-In,2,0,0,1,3
Ripley,Washington 2,Governor,,REP,Eric Holcomb,318,150,0,45,513
Ripley,Washington 2,Governor,,DEM,Woodrow (Woody) Myers,52,42,0,34,128
Ripley,Washington 2,Governor,,LIB,Donald G Rainwater II,83,38,0,4,125
Ripley,Washington 2,Attorney General,,REP,Todd Rokita,373,177,0,44,594
Ripley,Washington 2,Attorney General,,DEM,Jonathan Weinzapfel,71,52,0,37,160
Ripley,Washington 2,U.S. House,6,REP,Greg Pence,376,173,0,44,593
Ripley,Washington 2,U.S. House,6,DEM,Jeannine Lee Lake,63,53,0,35,151
Ripley,Washington 2,U.S. House,6,LIB,Tom Ferkinhoff,13,6,0,3,22
Ripley,Washington 2,U.S. House,6,,Write-In,0,0,0,0,0
Ripley,Washington 2,State Representative,67,REP,Randy Frye,406,205,0,56,667
