county,precinct,office,district,party,candidate,election_day,absentee,early_votin,votes
Boone,SUGAR CREEK 2,Attorney General,,D,Jonathan Weinzapfel,30,24,69,123
Boone,SUGAR CREEK 2,U.S. House,4,R,Jim Baird,156,31,249,436
Boone,SUGAR CREEK 2,U.S. House,4,D,Joe Mackey,24,27,63,114
Boone,SUGAR CREEK 2,U.S. House,4,,Write-In,0,0,0,0
Boone,SUGAR CREEK 2,State Senate,7,R,Brian W Buchanan,153,33,253,439
Boone,SUGAR CREEK 2,State Senate,7,D,Tabitha N. Bartley,23,25,54,102
Boone,SUGAR CREEK 2,State Representative,41,R,Tim Brown,154,34,239,427
Boone,SUGAR CREEK 2,State Representative,41,D,Greg A. Woods,21,24,65,110
Boone,UNION 1,Registered Voters,,,,,,,1462
Boone,UNION 1,Ballots Cast,,,,156,207,766,1129
Boone,UNION 1,President,,R,Trump\Pence,103,76,433,612
Boone,UNION 1,President,,D,Biden\Harris,43,124,315,482
Boone,UNION 1,President,,L,Jorgense\Cohen,9,6,9,24
Boone,UNION 1,President,,,Write-In,1,0,2,3
Boone,UNION 1,Governor,,R,Holcomb\Crouch,109,108,519,736
Boone,UNION 1,Governor,,D,Myers\Lawson,19,84,189,292
Boone,UNION 1,Governor,,L,Rainwater II / Henry,23,10,57,90
Boone,UNION 1,Attorney General,,R,Todd Rokita,111,88,482,681
Boone,UNION 1,Attorney General,,D,Jonathan Weinzapfel,39,110,264,413
Boone,UNION 1,U.S. House,5,R,Victoria Spartz,105,79,458,642
Boone,UNION 1,U.S. House,5,D,Christina Hale,38,113,289,440
Boone,UNION 1,U.S. House,5,L,Kenneth Tucker,9,8,10,27
Boone,UNION 1,U.S. House,5,,Write-In,0,0,0,0
Boone,UNION 1,State Senate,7,R,Brian W Buchanan,118,98,504,720
Boone,UNION 1,State Senate,7,D,Tabitha N. Bartley,30,101,252,383
Boone,UNION 1,State Representative,24,R,Donna Schaibley,117,87,497,701
Boone,UNION 1,State Representative,24,D,Naomo S Bechtold,31,112,257,400
Boone,UNION 2,Registered Voters,,,,,,,1238
Boone,UNION 2,Ballots Cast,,,,104,180,658,942
Boone,UNION 2,President,,R,Trump\Pence,74,89,433,596
Boone,UNION 2,President,,D,Biden\Harris,24,89,207,320
Boone,UNION 2,President,,L,Jorgense\Cohen,2,0,9,11
Boone,UNION 2,President,,,Write-In,2,2,2,6
Boone,UNION 2,Governor,,R,Holcomb\Crouch,74,120,438,632
Boone,UNION 2,Governor,,D,Myers\Lawson,14,50,132,196
Boone,UNION 2,Governor,,L,Rainwater II / Henry,16,2,79,97
Boone,UNION 2,Attorney General,,R,Todd Rokita,80,104,452,636
Boone,UNION 2,Attorney General,,D,Jonathan Weinzapfel,20,67,182,269
Boone,UNION 2,U.S. House,5,R,Victoria Spartz,82,92,439,613
Boone,UNION 2,U.S. House,5,D,Christina Hale,20,71,190,281
Boone,UNION 2,U.S. House,5,L,Kenneth Tucker,1,4,16,21
Boone,UNION 2,U.S. House,5,,Write-In,0,0,0,0
Boone,UNION 2,State Senate,7,R,Brian W Buchanan,85,112,474,671
Boone,UNION 2,State Senate,7,D,Tabitha N. Bartley,17,57,165,239
Boone,UNION 2,State Representative,24,R,Donna Schaibley,83,102,472,657
Boone,UNION 2,State Representative,24,D,Naomo S Bechtold,18,65,169,252
Boone,WASHINGTON,Registered Voters,,,,,,,1104
Boone,WASHINGTON,Ballots Cast,,,,153,93,568,814
Boone,WASHINGTON,President,,R,Trump\Pence,134,46,443,623
Boone,WASHINGTON,President,,D,Biden\Harris,11,40,109,160
Boone,WASHINGTON,President,,L,Jorgense\Cohen,6,2,8,16
Boone,WASHINGTON,President,,,Write-In,0,1,2,3
Boone,WASHINGTON,Governor,,R,Holcomb\Crouch,99,57,382,538
Boone,WASHINGTON,Governor,,D,Myers\Lawson,4,30,60,94
Boone,WASHINGTON,Governor,,L,Rainwater II / Henry,50,5,117,172
Boone,WASHINGTON,Attorney General,,R,Todd Rokita,125,55,443,623
Boone,WASHINGTON,Attorney General,,D,Jonathan Weinzapfel,16,35,108,159
Boone,WASHINGTON,U.S. House,4,R,Jim Baird,136,52,461,649
Boone,WASHINGTON,U.S. House,4,D,Joe Mackey,12,36,94,142
Boone,WASHINGTON,U.S. House,4,,Write-In,0,0,0,0
Boone,WASHINGTON,State Senate,7,R,Brian W Buchanan,136,52,470,658
Boone,WASHINGTON,State Senate,7,D,Tabitha N. Bartley,11,34,83,128
Boone,WASHINGTON,State Representative,41,R,Tim Brown,134,51,456,641
Boone,WASHINGTON,State Representative,41,D,Greg A. Woods,12,36,90,138
Boone,WORTH 1,Registered Voters,,,,,,,2461
Boone,WORTH 1,Ballots Cast,,,,298,232,1236,1766
Boone,WORTH 1,President,,R,Trump\Pence,196,75,658,929
Boone,WORTH 1,President,,D,Biden\Harris,85,148,536,770
Boone,WORTH 1,President,,L,Jorgense\Cohen,16,6,35,57
Boone,WORTH 1,President,,,Write-In,0,1,4,5
Boone,WORTH 1,Governor,,R,Holcomb\Crouch,165,117,713,995
Boone,WORTH 1,Governor,,D,Myers\Lawson,51,103,347,501
Boone,WORTH 1,Governor,,L,Rainwater II / Henry,79,9,169,257
Boone,WORTH 1,Attorney General,,R,Todd Rokita,194,94,719,1007
Boone,WORTH 1,Attorney General,,D,Jonathan Weinzapfel,90,132,476,698
Boone,WORTH 1,U.S. House,4,R,Jim Baird,210,87,737,1034
Boone,WORTH 1,U.S. House,4,D,Joe Mackey,75,135,473,683
Boone,WORTH 1,U.S. House,4,,Write-In,0,0,0,0
Boone,WORTH 1,State Representative,28,R,Jeffrey A Thompson,210,86,729,1025
Boone,WORTH 1,State Representative,28,D,Eric C. Shotwell,75,136,468,679
Boone,WORTH 2,Registered Voters,,,,,,,1106
Boone,WORTH 2,Ballots Cast,,,,147,148,564,859
Boone,WORTH 2,President,,R,Trump\Pence,98,64,366,528
Boone,WORTH 2,President,,D,Biden\Harris,37,80,188,305
Boone,WORTH 2,President,,L,Jorgense\Cohen,7,3,7,17
Boone,WORTH 2,President,,,Write-In,3,1,0,4
Boone,WORTH 2,Governor,,R,Holcomb\Crouch,80,82,337,499
Boone,WORTH 2,Governor,,D,Myers\Lawson,24,53,132,209
Boone,WORTH 2,Governor,,L,Rainwater II / Henry,36,7,89,132
Boone,WORTH 2,Attorney General,,R,Todd Rokita,99,79,383,561
Boone,WORTH 2,Attorney General,,D,Jonathan Weinzapfel,35,63,169,267
Boone,WORTH 2,U.S. House,4,R,Jim Baird,101,76,379,556
Boone,WORTH 2,U.S. House,4,D,Joe Mackey,33,64,171,268
Boone,WORTH 2,U.S. House,4,,Write-In,1,0,0,1
Boone,WORTH 2,State Representative,24,R,Donna Schaibley,101,75,376,552
Boone,WORTH 2,State Representative,24,D,Naomo S Bechtold,30,66,172,268
