county,precinct,office,district,party,candidate,election_day,absentee,early_voting,provisional,votes
Floyd,NEW ALBANY 26,Treasurer of State,,R,Kelly Mitchell,173,13,74,0,260
Floyd,NEW ALBANY 26,Treasurer of State,,D,John C. Aguilera,138,17,82,0,237
Floyd,NEW ALBANY 26,U.S. House,9,R,Trey Hollingsworth,169,15,74,0,258
Floyd,NEW ALBANY 26,U.S. House,9,D,Liz Watson,153,15,86,0,254
Floyd,NEW ALBANY 26,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 26,State Senate,46,R,Ron Grooms,168,13,75,0,256
Floyd,NEW ALBANY 26,State Senate,46,D,Anna Murray,147,17,83,0,247
Floyd,NEW ALBANY 26,State Representative,72,R,Edward D (ED) Clere,164,16,76,0,256
Floyd,NEW ALBANY 26,State Representative,72,D,Sam Charbonne Au,152,14,81,0,247
Floyd,NEW ALBANY 27,Registered Voters,,,,,,,,3888
Floyd,NEW ALBANY 27,Ballots Cast,,,,257,38,166,0,461
Floyd,NEW ALBANY 27,Straight Party,,R,,65,10,22,0,97
Floyd,NEW ALBANY 27,Straight Party,,D,,82,15,53,0,150
Floyd,NEW ALBANY 27,Straight Party,,L,,2,0,1,0,3
Floyd,NEW ALBANY 27,U.S. Senate,,R,Mike Braun,106,13,48,0,167
Floyd,NEW ALBANY 27,U.S. Senate,,D,Joe Donnelly,136,21,104,0,261
Floyd,NEW ALBANY 27,U.S. Senate,,L,Lucy M Brenton,14,3,12,0,29
Floyd,NEW ALBANY 27,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 27,Secretary of State,,R,Connie Lawson,106,17,60,0,183
Floyd,NEW ALBANY 27,Secretary of State,,D,Jim Harper,133,17,95,0,245
Floyd,NEW ALBANY 27,Secretary of State,,L,Mark W. Rutherford,11,1,7,0,19
Floyd,NEW ALBANY 27,Secretary of State,,,Write In,0,1,0,0,1
Floyd,NEW ALBANY 27,Auditor of State,,R,Tera Klutz,110,16,58,0,184
Floyd,NEW ALBANY 27,Auditor of State,,D,Joselyn Whitticker,125,18,96,0,239
Floyd,NEW ALBANY 27,Auditor of State,,L,John Schick,12,2,4,0,18
Floyd,NEW ALBANY 27,Treasurer of State,,R,Kelly Mitchell,117,15,61,0,193
Floyd,NEW ALBANY 27,Treasurer of State,,D,John C. Aguilera,131,21,101,0,253
Floyd,NEW ALBANY 27,U.S. House,9,R,Trey Hollingsworth,114,17,53,0,184
Floyd,NEW ALBANY 27,U.S. House,9,D,Liz Watson,140,19,113,0,272
Floyd,NEW ALBANY 27,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 27,State Senate,46,R,Ron Grooms,120,20,67,0,207
Floyd,NEW ALBANY 27,State Senate,46,D,Anna Murray,134,17,98,0,249
Floyd,NEW ALBANY 27,State Representative,72,R,Edward D (ED) Clere,115,17,66,0,198
Floyd,NEW ALBANY 27,State Representative,72,D,Sam Charbonne Au,141,20,100,0,261
Floyd,NEW ALBANY 28,Registered Voters,,,,,,,,3924
Floyd,NEW ALBANY 28,Ballots Cast,,,,342,41,216,1,600
Floyd,NEW ALBANY 28,Straight Party,,R,,105,16,71,0,192
Floyd,NEW ALBANY 28,Straight Party,,D,,62,9,40,0,111
Floyd,NEW ALBANY 28,Straight Party,,L,,3,1,0,0,4
Floyd,NEW ALBANY 28,U.S. Senate,,R,Mike Braun,185,19,112,1,317
Floyd,NEW ALBANY 28,U.S. Senate,,D,Joe Donnelly,141,19,96,0,256
Floyd,NEW ALBANY 28,U.S. Senate,,L,Lucy M Brenton,12,2,4,0,18
Floyd,NEW ALBANY 28,U.S. Senate,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 28,Secretary of State,,R,Connie Lawson,202,20,118,0,340
Floyd,NEW ALBANY 28,Secretary of State,,D,Jim Harper,123,21,90,0,234
Floyd,NEW ALBANY 28,Secretary of State,,L,Mark W. Rutherford,12,0,2,0,14
Floyd,NEW ALBANY 28,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 28,Auditor of State,,R,Tera Klutz,196,19,118,1,334
Floyd,NEW ALBANY 28,Auditor of State,,D,Joselyn Whitticker,121,19,90,0,230
Floyd,NEW ALBANY 28,Auditor of State,,L,John Schick,17,2,2,0,21
Floyd,NEW ALBANY 28,Treasurer of State,,R,Kelly Mitchell,207,20,126,1,354
Floyd,NEW ALBANY 28,Treasurer of State,,D,John C. Aguilera,126,19,85,0,230
Floyd,NEW ALBANY 28,U.S. House,9,R,Trey Hollingsworth,191,17,112,1,321
Floyd,NEW ALBANY 28,U.S. House,9,D,Liz Watson,144,24,102,0,270
Floyd,NEW ALBANY 28,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 28,State Senate,46,R,Ron Grooms,205,17,119,1,342
Floyd,NEW ALBANY 28,State Senate,46,D,Anna Murray,133,23,94,0,250
Floyd,NEW ALBANY 28,State Representative,72,R,Edward D (ED) Clere,196,21,124,1,342
Floyd,NEW ALBANY 28,State Representative,72,D,Sam Charbonne Au,143,20,89,0,252
Floyd,NEW ALBANY 29,Registered Voters,,,,,,,,4324
Floyd,NEW ALBANY 29,Ballots Cast,,,,274,25,195,0,494
Floyd,NEW ALBANY 29,Straight Party,,R,,59,3,53,0,115
Floyd,NEW ALBANY 29,Straight Party,,D,,85,6,44,0,135
Floyd,NEW ALBANY 29,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 29,U.S. Senate,,R,Mike Braun,111,5,93,0,209
Floyd,NEW ALBANY 29,U.S. Senate,,D,Joe Donnelly,147,20,86,0,253
Floyd,NEW ALBANY 29,U.S. Senate,,L,Lucy M Brenton,13,0,9,0,22
Floyd,NEW ALBANY 29,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 29,Secretary of State,,R,Connie Lawson,109,8,103,0,220
Floyd,NEW ALBANY 29,Secretary of State,,D,Jim Harper,138,16,77,0,231
Floyd,NEW ALBANY 29,Secretary of State,,L,Mark W. Rutherford,21,0,5,0,26
Floyd,NEW ALBANY 29,Secretary of State,,,Write In,0,0,1,0,1
Floyd,NEW ALBANY 29,Auditor of State,,R,Tera Klutz,117,7,96,0,220
Floyd,NEW ALBANY 29,Auditor of State,,D,Joselyn Whitticker,132,17,81,0,230
Floyd,NEW ALBANY 29,Auditor of State,,L,John Schick,17,0,6,0,23
Floyd,NEW ALBANY 29,Treasurer of State,,R,Kelly Mitchell,125,6,100,0,231
Floyd,NEW ALBANY 29,Treasurer of State,,D,John C. Aguilera,142,17,84,0,243
Floyd,NEW ALBANY 29,U.S. House,9,R,Trey Hollingsworth,121,4,98,0,223
Floyd,NEW ALBANY 29,U.S. House,9,D,Liz Watson,150,20,92,0,262
Floyd,NEW ALBANY 29,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 29,State Senate,46,R,Ron Grooms,125,8,105,0,238
Floyd,NEW ALBANY 29,State Senate,46,D,Anna Murray,145,14,84,0,243
Floyd,NEW ALBANY 29,State Representative,72,R,Edward D (ED) Clere,122,8,104,0,234
Floyd,NEW ALBANY 29,State Representative,72,D,Sam Charbonne Au,148,16,85,0,249
Floyd,NEW ALBANY 30,Registered Voters,,,,,,,,2964
Floyd,NEW ALBANY 30,Ballots Cast,,,,218,34,226,0,478
Floyd,NEW ALBANY 30,Straight Party,,R,,80,9,61,0,150
Floyd,NEW ALBANY 30,Straight Party,,D,,30,14,49,0,93
Floyd,NEW ALBANY 30,Straight Party,,L,,2,0,1,0,3
Floyd,NEW ALBANY 30,U.S. Senate,,R,Mike Braun,141,10,125,0,276
Floyd,NEW ALBANY 30,U.S. Senate,,D,Joe Donnelly,64,22,93,0,179
Floyd,NEW ALBANY 30,U.S. Senate,,L,Lucy M Brenton,11,2,2,0,15
Floyd,NEW ALBANY 30,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 30,Secretary of State,,R,Connie Lawson,139,10,121,0,270
Floyd,NEW ALBANY 30,Secretary of State,,D,Jim Harper,63,24,88,0,175
Floyd,NEW ALBANY 30,Secretary of State,,L,Mark W. Rutherford,6,0,10,0,16
Floyd,NEW ALBANY 30,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 30,Auditor of State,,R,Tera Klutz,140,11,124,0,275
Floyd,NEW ALBANY 30,Auditor of State,,D,Joselyn Whitticker,59,22,91,0,172
Floyd,NEW ALBANY 30,Auditor of State,,L,John Schick,7,1,5,0,13
Floyd,NEW ALBANY 30,Treasurer of State,,R,Kelly Mitchell,148,11,129,0,288
Floyd,NEW ALBANY 30,Treasurer of State,,D,John C. Aguilera,59,22,88,0,169
Floyd,NEW ALBANY 30,U.S. House,9,R,Trey Hollingsworth,143,11,132,0,286
Floyd,NEW ALBANY 30,U.S. House,9,D,Liz Watson,72,23,92,0,187
Floyd,NEW ALBANY 30,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 30,State Senate,46,R,Ron Grooms,149,12,135,0,296
Floyd,NEW ALBANY 30,State Senate,46,D,Anna Murray,62,21,89,0,172
Floyd,NEW ALBANY 30,State Representative,72,R,Edward D (ED) Clere,144,16,131,0,291
Floyd,NEW ALBANY 30,State Representative,72,D,Sam Charbonne Au,68,18,90,0,176
Floyd,NEW ALBANY 31,Registered Voters,,,,,,,,4380
Floyd,NEW ALBANY 31,Ballots Cast,,,,304,42,318,0,664
Floyd,NEW ALBANY 31,Straight Party,,R,,111,8,97,0,216
Floyd,NEW ALBANY 31,Straight Party,,D,,40,9,42,0,91
Floyd,NEW ALBANY 31,Straight Party,,L,,3,0,0,0,3
Floyd,NEW ALBANY 31,U.S. Senate,,R,Mike Braun,209,13,187,0,409
Floyd,NEW ALBANY 31,U.S. Senate,,D,Joe Donnelly,84,27,111,0,222
Floyd,NEW ALBANY 31,U.S. Senate,,L,Lucy M Brenton,11,2,11,0,24
Floyd,NEW ALBANY 31,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 31,Secretary of State,,R,Connie Lawson,209,14,209,0,432
Floyd,NEW ALBANY 31,Secretary of State,,D,Jim Harper,78,26,99,0,203
Floyd,NEW ALBANY 31,Secretary of State,,L,Mark W. Rutherford,9,1,6,0,16
Floyd,NEW ALBANY 31,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 31,Auditor of State,,R,Tera Klutz,210,14,200,0,424
Floyd,NEW ALBANY 31,Auditor of State,,D,Joselyn Whitticker,77,23,105,0,205
Floyd,NEW ALBANY 31,Auditor of State,,L,John Schick,9,3,5,0,17
Floyd,NEW ALBANY 31,Treasurer of State,,R,Kelly Mitchell,221,15,208,0,444
Floyd,NEW ALBANY 31,Treasurer of State,,D,John C. Aguilera,74,25,101,0,200
Floyd,NEW ALBANY 31,U.S. House,9,R,Trey Hollingsworth,214,14,200,0,428
Floyd,NEW ALBANY 31,U.S. House,9,D,Liz Watson,88,28,117,0,233
Floyd,NEW ALBANY 31,U.S. House,9,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 31,State Senate,46,R,Ron Grooms,221,18,214,0,453
Floyd,NEW ALBANY 31,State Senate,46,D,Anna Murray,77,24,100,0,201
Floyd,NEW ALBANY 31,State Representative,72,R,Edward D (ED) Clere,218,22,209,0,449
Floyd,NEW ALBANY 31,State Representative,72,D,Sam Charbonne Au,85,19,105,0,209
Floyd,NEW ALBANY 32,Registered Voters,,,,,,,,3580
Floyd,NEW ALBANY 32,Ballots Cast,,,,328,25,166,0,519
Floyd,NEW ALBANY 32,Straight Party,,R,,105,9,46,0,160
Floyd,NEW ALBANY 32,Straight Party,,D,,79,7,27,0,113
Floyd,NEW ALBANY 32,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 32,U.S. Senate,,R,Mike Braun,186,11,83,0,280
Floyd,NEW ALBANY 32,U.S. Senate,,D,Joe Donnelly,129,12,76,0,217
Floyd,NEW ALBANY 32,U.S. Senate,,L,Lucy M Brenton,10,1,2,0,13
Floyd,NEW ALBANY 32,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 32,Secretary of State,,R,Connie Lawson,192,11,92,0,295
Floyd,NEW ALBANY 32,Secretary of State,,D,Jim Harper,120,12,64,0,196
Floyd,NEW ALBANY 32,Secretary of State,,L,Mark W. Rutherford,6,1,4,0,11
Floyd,NEW ALBANY 32,Secretary of State,,,Write In,1,0,1,0,2
Floyd,NEW ALBANY 32,Auditor of State,,R,Tera Klutz,210,14,200,0,424
Floyd,NEW ALBANY 32,Auditor of State,,D,Joselyn Whitticker,77,23,105,0,205
Floyd,NEW ALBANY 32,Auditor of State,,L,John Schick,9,3,5,0,17
Floyd,NEW ALBANY 32,Treasurer of State,,R,Kelly Mitchell,221,15,208,0,444
Floyd,NEW ALBANY 32,Treasurer of State,,D,John C. Aguilera,74,25,101,0,200
Floyd,NEW ALBANY 32,U.S. House,9,R,Trey Hollingsworth,191,11,94,0,296
Floyd,NEW ALBANY 32,U.S. House,9,D,Liz Watson,133,14,70,0,217
Floyd,NEW ALBANY 32,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 32,State Senate,46,R,Ron Grooms,202,10,95,0,307
Floyd,NEW ALBANY 32,State Senate,46,D,Anna Murray,119,14,67,0,200
Floyd,NEW ALBANY 32,State Representative,72,R,Edward D (ED) Clere,201,13,99,0,313
Floyd,NEW ALBANY 32,State Representative,72,D,Sam Charbonne Au,118,12,65,0,195
Floyd,NEW ALBANY 33,Registered Voters,,,,,,,,3336
Floyd,NEW ALBANY 33,Ballots Cast,,,,285,25,139,0,449
Floyd,NEW ALBANY 33,Straight Party,,R,,105,5,45,0,155
Floyd,NEW ALBANY 33,Straight Party,,D,,55,8,28,0,91
Floyd,NEW ALBANY 33,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 33,U.S. Senate,,R,Mike Braun,175,10,79,0,264
Floyd,NEW ALBANY 33,U.S. Senate,,D,Joe Donnelly,104,15,59,0,178
Floyd,NEW ALBANY 33,U.S. Senate,,L,Lucy M Brenton,4,0,0,0,4
Floyd,NEW ALBANY 33,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 33,Secretary of State,,R,Connie Lawson,182,9,78,0,269
Floyd,NEW ALBANY 33,Secretary of State,,D,Jim Harper,91,15,58,0,164
Floyd,NEW ALBANY 33,Secretary of State,,L,Mark W. Rutherford,8,0,1,0,9
Floyd,NEW ALBANY 33,Secretary of State,,,Write In,2,0,0,0,2
Floyd,NEW ALBANY 33,Auditor of State,,R,Tera Klutz,175,10,79,0,264
Floyd,NEW ALBANY 33,Auditor of State,,D,Joselyn Whitticker,98,15,56,0,169
Floyd,NEW ALBANY 33,Auditor of State,,L,John Schick,6,0,1,0,7
Floyd,NEW ALBANY 33,Treasurer of State,,R,Kelly Mitchell,185,10,77,0,272
Floyd,NEW ALBANY 33,Treasurer of State,,D,John C. Aguilera,92,15,58,0,165
Floyd,NEW ALBANY 33,U.S. House,9,R,Trey Hollingsworth,165,9,76,0,250
Floyd,NEW ALBANY 33,U.S. House,9,D,Liz Watson,118,16,63,0,197
Floyd,NEW ALBANY 33,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 33,State Senate,46,R,Ron Grooms,180,10,86,0,276
Floyd,NEW ALBANY 33,State Senate,46,D,Anna Murray,102,15,53,0,170
Floyd,NEW ALBANY 33,State Representative,72,R,Edward D (ED) Clere,186,10,81,0,277
Floyd,NEW ALBANY 33,State Representative,72,D,Sam Charbonne Au,99,15,57,0,171
Floyd,NEW ALBANY 34,Registered Voters,,,,,,,,3932
Floyd,NEW ALBANY 34,Ballots Cast,,,,311,26,278,0,615
Floyd,NEW ALBANY 34,Straight Party,,R,,98,12,74,0,184
Floyd,NEW ALBANY 34,Straight Party,,D,,61,6,50,0,117
Floyd,NEW ALBANY 34,Straight Party,,L,,0,0,0,0,0
Floyd,NEW ALBANY 34,U.S. Senate,,R,Mike Braun,176,17,149,0,342
Floyd,NEW ALBANY 34,U.S. Senate,,D,Joe Donnelly,126,9,120,0,255
Floyd,NEW ALBANY 34,U.S. Senate,,L,Lucy M Brenton,6,0,5,0,11
Floyd,NEW ALBANY 34,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 34,Secretary of State,,R,Connie Lawson,187,15,153,0,355
Floyd,NEW ALBANY 34,Secretary of State,,D,Jim Harper,108,9,116,0,233
Floyd,NEW ALBANY 34,Secretary of State,,L,Mark W. Rutherford,6,1,4,0,11
Floyd,NEW ALBANY 34,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 34,Auditor of State,,R,Tera Klutz,178,15,149,0,342
Floyd,NEW ALBANY 34,Auditor of State,,D,Joselyn Whitticker,110,9,118,0,237
Floyd,NEW ALBANY 34,Auditor of State,,L,John Schick,7,1,3,0,11
Floyd,NEW ALBANY 34,Treasurer of State,,R,Kelly Mitchell,194,16,157,0,367
Floyd,NEW ALBANY 34,Treasurer of State,,D,John C. Aguilera,105,9,113,0,227
Floyd,NEW ALBANY 34,U.S. House,9,R,Trey Hollingsworth,187,16,154,0,357
Floyd,NEW ALBANY 34,U.S. House,9,D,Liz Watson,120,10,123,0,253
Floyd,NEW ALBANY 34,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 34,State Senate,46,R,Ron Grooms,192,17,162,0,371
Floyd,NEW ALBANY 34,State Senate,46,D,Anna Murray,114,8,115,0,237
Floyd,NEW ALBANY 34,State Representative,72,R,Edward D (ED) Clere,192,18,158,0,368
Floyd,NEW ALBANY 34,State Representative,72,D,Sam Charbonne Au,115,8,120,0,243
Floyd,NEW ALBANY 35,Registered Voters,,,,,,,,5320
Floyd,NEW ALBANY 35,Ballots Cast,,,,352,37,290,0,679
Floyd,NEW ALBANY 35,Straight Party,,R,,116,10,83,0,209
Floyd,NEW ALBANY 35,Straight Party,,D,,70,14,73,0,157
Floyd,NEW ALBANY 35,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 35,U.S. Senate,,R,Mike Braun,200,16,137,0,353
Floyd,NEW ALBANY 35,U.S. Senate,,D,Joe Donnelly,135,17,143,0,295
Floyd,NEW ALBANY 35,U.S. Senate,,L,Lucy M Brenton,12,4,7,0,23
Floyd,NEW ALBANY 35,U.S. Senate,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 35,Secretary of State,,R,Connie Lawson,200,17,145,0,362
Floyd,NEW ALBANY 35,Secretary of State,,D,Jim Harper,127,17,136,0,280
Floyd,NEW ALBANY 35,Secretary of State,,L,Mark W. Rutherford,16,3,6,0,25
Floyd,NEW ALBANY 35,Secretary of State,,,Write In,0,0,1,0,1
Floyd,NEW ALBANY 35,Auditor of State,,R,Tera Klutz,198,14,145,0,357
Floyd,NEW ALBANY 35,Auditor of State,,D,Joselyn Whitticker,130,21,134,0,285
Floyd,NEW ALBANY 35,Auditor of State,,L,John Schick,13,2,6,0,21
Floyd,NEW ALBANY 35,Treasurer of State,,R,Kelly Mitchell,207,18,149,0,374
Floyd,NEW ALBANY 35,Treasurer of State,,D,John C. Aguilera,134,19,134,0,287
Floyd,NEW ALBANY 35,U.S. House,9,R,Trey Hollingsworth,202,16,142,0,360
Floyd,NEW ALBANY 35,U.S. House,9,D,Liz Watson,145,21,145,0,311
Floyd,NEW ALBANY 35,U.S. House,9,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 35,State Senate,46,R,Ron Grooms,209,15,155,0,379
Floyd,NEW ALBANY 35,State Senate,46,D,Anna Murray,137,22,132,0,291
Floyd,NEW ALBANY 35,State Representative,72,R,Edward D (ED) Clere,200,16,148,0,364
Floyd,NEW ALBANY 35,State Representative,72,D,Sam Charbonne Au,145,21,139,0,305
Floyd,NEW ALBANY 36,Registered Voters,,,,,,,,3956
Floyd,NEW ALBANY 36,Ballots Cast,,,,247,42,168,0,457
Floyd,NEW ALBANY 36,Straight Party,,R,,67,12,48,0,127
Floyd,NEW ALBANY 36,Straight Party,,D,,79,15,44,0,138
Floyd,NEW ALBANY 36,Straight Party,,L,,2,1,1,0,4
Floyd,NEW ALBANY 36,U.S. Senate,,R,Mike Braun,116,19,83,0,218
Floyd,NEW ALBANY 36,U.S. Senate,,D,Joe Donnelly,123,21,78,0,222
Floyd,NEW ALBANY 36,U.S. Senate,,L,Lucy M Brenton,6,0,7,0,13
Floyd,NEW ALBANY 36,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 36,Secretary of State,,R,Connie Lawson,119,19,87,0,225
Floyd,NEW ALBANY 36,Secretary of State,,D,Jim Harper,119,21,73,0,213
Floyd,NEW ALBANY 36,Secretary of State,,L,Mark W. Rutherford,4,1,6,0,11
Floyd,NEW ALBANY 36,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 36,Auditor of State,,R,Tera Klutz,117,16,89,0,222
Floyd,NEW ALBANY 36,Auditor of State,,D,Joselyn Whitticker,123,25,74,0,222
Floyd,NEW ALBANY 36,Auditor of State,,L,John Schick,2,0,3,0,5
Floyd,NEW ALBANY 36,Treasurer of State,,R,Kelly Mitchell,128,19,93,0,240
Floyd,NEW ALBANY 36,Treasurer of State,,D,John C. Aguilera,114,21,71,0,206
Floyd,NEW ALBANY 36,U.S. House,9,R,Trey Hollingsworth,122,19,89,0,230
Floyd,NEW ALBANY 36,U.S. House,9,D,Liz Watson,122,22,78,0,222
Floyd,NEW ALBANY 36,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 36,State Senate,46,R,Ron Grooms,129,22,93,0,244
Floyd,NEW ALBANY 36,State Senate,46,D,Anna Murray,115,19,75,0,209
Floyd,NEW ALBANY 36,State Representative,72,R,Edward D (ED) Clere,117,19,94,0,230
Floyd,NEW ALBANY 36,State Representative,72,D,Sam Charbonne Au,128,22,74,0,224
Floyd,NEW ALBANY 37,Registered Voters,,,,,,,,3820
Floyd,NEW ALBANY 37,Ballots Cast,,,,275,34,230,0,539
Floyd,NEW ALBANY 37,Straight Party,,R,,106,5,62,0,173
Floyd,NEW ALBANY 37,Straight Party,,D,,67,7,50,0,124
Floyd,NEW ALBANY 37,Straight Party,,L,,1,0,1,0,2
Floyd,NEW ALBANY 37,U.S. Senate,,R,Mike Braun,153,10,110,0,273
Floyd,NEW ALBANY 37,U.S. Senate,,D,Joe Donnelly,107,21,113,0,241
Floyd,NEW ALBANY 37,U.S. Senate,,L,Lucy M Brenton,11,3,5,0,19
Floyd,NEW ALBANY 37,U.S. Senate,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 37,Secretary of State,,R,Connie Lawson,161,13,111,0,285
Floyd,NEW ALBANY 37,Secretary of State,,D,Jim Harper,103,17,107,0,227
Floyd,NEW ALBANY 37,Secretary of State,,L,Mark W. Rutherford,9,3,3,0,15
Floyd,NEW ALBANY 37,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 37,Auditor of State,,R,Tera Klutz,161,14,109,0,284
Floyd,NEW ALBANY 37,Auditor of State,,D,Joselyn Whitticker,101,17,106,0,224
Floyd,NEW ALBANY 37,Auditor of State,,L,John Schick,6,1,5,0,12
Floyd,NEW ALBANY 37,Treasurer of State,,R,Kelly Mitchell,168,13,113,0,294
Floyd,NEW ALBANY 37,Treasurer of State,,D,John C. Aguilera,102,19,109,0,230
Floyd,NEW ALBANY 37,U.S. House,9,R,Trey Hollingsworth,167,10,109,0,286
Floyd,NEW ALBANY 37,U.S. House,9,D,Liz Watson,106,24,116,0,246
Floyd,NEW ALBANY 37,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 37,State Senate,46,R,Ron Grooms,168,11,117,0,296
Floyd,NEW ALBANY 37,State Senate,46,D,Anna Murray,107,23,109,0,239
Floyd,NEW ALBANY 37,State Representative,72,R,Edward D (ED) Clere,163,11,113,0,287
Floyd,NEW ALBANY 37,State Representative,72,D,Sam Charbonne Au,108,22,113,0,243
Floyd,NEW ALBANY 38,Registered Voters,,,,,,,,4556
Floyd,NEW ALBANY 38,Ballots Cast,,,,339,26,290,0,655
Floyd,NEW ALBANY 38,Straight Party,,R,,102,5,86,0,193
Floyd,NEW ALBANY 38,Straight Party,,D,,57,8,62,0,127
Floyd,NEW ALBANY 38,Straight Party,,L,,2,0,1,0,3
Floyd,NEW ALBANY 38,U.S. Senate,,R,Mike Braun,207,10,145,0,362
Floyd,NEW ALBANY 38,U.S. Senate,,D,Joe Donnelly,124,14,132,0,270
Floyd,NEW ALBANY 38,U.S. Senate,,L,Lucy M Brenton,5,1,10,0,16
Floyd,NEW ALBANY 38,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 38,Secretary of State,,R,Connie Lawson,217,9,152,0,378
Floyd,NEW ALBANY 38,Secretary of State,,D,Jim Harper,105,16,125,0,246
Floyd,NEW ALBANY 38,Secretary of State,,L,Mark W. Rutherford,3,0,9,0,12
Floyd,NEW ALBANY 38,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 38,Auditor of State,,R,Tera Klutz,209,8,156,0,373
Floyd,NEW ALBANY 38,Auditor of State,,D,Joselyn Whitticker,104,15,122,0,241
Floyd,NEW ALBANY 38,Auditor of State,,L,John Schick,7,2,7,0,16
Floyd,NEW ALBANY 38,Treasurer of State,,R,Kelly Mitchell,216,10,163,0,389
Floyd,NEW ALBANY 38,Treasurer of State,,D,John C. Aguilera,103,15,123,0,241
Floyd,NEW ALBANY 38,U.S. House,9,R,Trey Hollingsworth,215,10,156,0,381
Floyd,NEW ALBANY 38,U.S. House,9,D,Liz Watson,118,15,133,0,266
Floyd,NEW ALBANY 38,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 38,State Senate,46,R,Ron Grooms,219,8,163,0,390
Floyd,NEW ALBANY 38,State Senate,46,D,Anna Murray,114,17,124,0,255
Floyd,NEW ALBANY 38,State Representative,72,R,Edward D (ED) Clere,213,10,154,0,377
Floyd,NEW ALBANY 38,State Representative,72,D,Sam Charbonne Au,122,15,134,0,271
Floyd,NEW ALBANY 39,Registered Voters,,,,,,,,4144
Floyd,NEW ALBANY 39,Ballots Cast,,,,318,33,269,0,620
Floyd,NEW ALBANY 39,Straight Party,,R,,123,6,92,0,221
Floyd,NEW ALBANY 39,Straight Party,,D,,49,12,47,0,108
Floyd,NEW ALBANY 39,Straight Party,,L,,3,0,1,0,4
Floyd,NEW ALBANY 39,U.S. Senate,,R,Mike Braun,213,10,162,0,385
Floyd,NEW ALBANY 39,U.S. Senate,,D,Joe Donnelly,91,23,98,0,212
Floyd,NEW ALBANY 39,U.S. Senate,,L,Lucy M Brenton,7,0,4,0,11
Floyd,NEW ALBANY 39,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 39,Secretary of State,,R,Connie Lawson,225,11,170,0,406
Floyd,NEW ALBANY 39,Secretary of State,,D,Jim Harper,76,21,89,0,186
Floyd,NEW ALBANY 39,Secretary of State,,L,Mark W. Rutherford,7,1,2,0,10
Floyd,NEW ALBANY 39,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 39,Auditor of State,,R,Tera Klutz,218,12,168,0,398
Floyd,NEW ALBANY 39,Auditor of State,,D,Joselyn Whitticker,83,20,87,0,190
Floyd,NEW ALBANY 39,Auditor of State,,L,John Schick,6,0,5,0,11
Floyd,NEW ALBANY 39,Treasurer of State,,R,Kelly Mitchell,231,13,172,0,416
Floyd,NEW ALBANY 39,Treasurer of State,,D,John C. Aguilera,77,19,89,0,185
Floyd,NEW ALBANY 39,U.S. House,9,R,Trey Hollingsworth,225,11,171,0,407
Floyd,NEW ALBANY 39,U.S. House,9,D,Liz Watson,90,22,94,0,206
