county,precinct,office,district,party,candidate,election_day,absentee,provisional,votes
Grant,Center 19,Auditor,,Lbt,John Schick,5,2,0,7
Grant,Center 19,Ballots Cast,,,,218,113,0,331
Grant,Center 19,Registered Voters,,,,,,,622
Grant,Center 19,Secretary of State,,Rep,Connie Lawson,134,69,0,203
Grant,Center 19,Secretary of State,,Dem,Jim Harper,68,41,0,109
Grant,Center 19,Secretary of State,,Lbt,Mark Rutherford,7,2,0,9
Grant,Center 19,Secretary of State,,,Write-ins,0,0,0,0
Grant,Center 19,State House,31,Rep,Kevin Mahan,140,69,0,209
Grant,Center 19,State House,31,Dem,Lynn Johnson,72,41,0,113
Grant,Center 19,State Senate,17,Rep,Andy Zay,127,66,0,193
Grant,Center 19,State Senate,17,Dem,Gary Snyder,83,45,0,128
Grant,Center 19,Treasurer,,Rep,Kelly Mitchell,139,67,0,206
Grant,Center 19,Treasurer,,Dem,John Aguilera,73,44,0,117
Grant,Center 19,U.S. House,5,Rep,Susan Brooks,142,72,0,214
Grant,Center 19,U.S. House,5,Dem,Dee Thornton,69,40,0,109
Grant,Center 19,U.S. House,5,,Write-ins,0,0,0,0
Grant,Center 19,U.S. Senate,,Rep,Mike Braun,111,54,0,165
Grant,Center 19,U.S. Senate,,Dem,Joe Donnelly,90,53,0,143
Grant,Center 19,U.S. Senate,,Lbt,Lucy Brenton,13,5,0,18
Grant,Center 19,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Center 20,Auditor,,Rep,Tera Klutz,26,8,0,34
Grant,Center 20,Auditor,,Dem,Joselyn Whitticker,11,13,0,24
Grant,Center 20,Auditor,,Lbt,John Schick,1,0,0,1
Grant,Center 20,Ballots Cast,,,,39,22,0,61
Grant,Center 20,Registered Voters,,,,,,,187
Grant,Center 20,Secretary of State,,Rep,Connie Lawson,25,11,0,36
Grant,Center 20,Secretary of State,,Dem,Jim Harper,12,10,0,22
Grant,Center 20,Secretary of State,,Lbt,Mark Rutherford,0,0,0,0
Grant,Center 20,Secretary of State,,,Write-ins,0,0,0,0
Grant,Center 20,State House,31,Rep,Kevin Mahan,27,8,0,35
Grant,Center 20,State House,31,Dem,Lynn Johnson,11,13,0,24
Grant,Center 20,State Senate,17,Rep,Andy Zay,25,11,0,36
Grant,Center 20,State Senate,17,Dem,Gary Snyder,12,10,0,22
Grant,Center 20,Treasurer,,Rep,Kelly Mitchell,25,12,0,37
Grant,Center 20,Treasurer,,Dem,John Aguilera,11,10,0,21
Grant,Center 20,U.S. House,5,Rep,Susan Brooks,27,14,0,41
Grant,Center 20,U.S. House,5,Dem,Dee Thornton,10,8,0,18
Grant,Center 20,U.S. House,5,,Write-ins,0,0,0,0
Grant,Center 20,U.S. Senate,,Rep,Mike Braun,25,11,0,36
Grant,Center 20,U.S. Senate,,Dem,Joe Donnelly,11,11,0,22
Grant,Center 20,U.S. Senate,,Lbt,Lucy Brenton,1,0,0,1
Grant,Center 20,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Center 24,Auditor,,Rep,Tera Klutz,13,22,0,35
Grant,Center 24,Auditor,,Dem,Joselyn Whitticker,5,6,0,11
Grant,Center 24,Auditor,,Lbt,John Schick,0,0,0,0
Grant,Center 24,Ballots Cast,,,,18,29,0,47
Grant,Center 24,Registered Voters,,,,,,,104
Grant,Center 24,Secretary of State,,Rep,Connie Lawson,11,22,0,33
Grant,Center 24,Secretary of State,,Dem,Jim Harper,7,6,0,13
Grant,Center 24,Secretary of State,,Lbt,Mark Rutherford,0,0,0,0
Grant,Center 24,Secretary of State,,,Write-ins,0,0,0,0
Grant,Center 24,State House,31,Rep,Kevin Mahan,12,22,0,34
Grant,Center 24,State House,31,Dem,Lynn Johnson,6,5,0,11
Grant,Center 24,State Senate,17,Rep,Andy Zay,10,21,0,31
Grant,Center 24,State Senate,17,Dem,Gary Snyder,8,6,0,14
Grant,Center 24,Treasurer,,Rep,Kelly Mitchell,11,21,0,32
Grant,Center 24,Treasurer,,Dem,John Aguilera,7,6,0,13
Grant,Center 24,U.S. House,5,Rep,Susan Brooks,12,23,0,35
Grant,Center 24,U.S. House,5,Dem,Dee Thornton,6,6,0,12
Grant,Center 24,U.S. House,5,,Write-ins,0,0,0,0
Grant,Center 24,U.S. Senate,,Rep,Mike Braun,10,16,0,26
Grant,Center 24,U.S. Senate,,Dem,Joe Donnelly,8,13,0,21
Grant,Center 24,U.S. Senate,,Lbt,Lucy Brenton,0,0,0,0
Grant,Center 24,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Franklin 1,Auditor,,Rep,Tera Klutz,46,15,0,61
Grant,Franklin 1,Auditor,,Dem,Joselyn Whitticker,44,18,0,62
Grant,Franklin 1,Auditor,,Lbt,John Schick,4,0,0,4
Grant,Franklin 1,Ballots Cast,,,,96,33,0,129
Grant,Franklin 1,Registered Voters,,,,,,,479
Grant,Franklin 1,Secretary of State,,Rep,Connie Lawson,53,14,0,67
Grant,Franklin 1,Secretary of State,,Dem,Jim Harper,35,18,0,53
Grant,Franklin 1,Secretary of State,,Lbt,Mark Rutherford,5,1,0,6
Grant,Franklin 1,Secretary of State,,,Write-ins,0,0,0,0
Grant,Franklin 1,State House,31,Rep,Kevin Mahan,53,16,0,69
Grant,Franklin 1,State House,31,Dem,Lynn Johnson,40,17,0,57
Grant,Franklin 1,State Senate,21,Rep,James Buck,58,15,0,73
Grant,Franklin 1,State Senate,21,Dem,Christina Fivecoate,35,18,0,53
Grant,Franklin 1,Treasurer,,Rep,Kelly Mitchell,56,15,0,71
Grant,Franklin 1,Treasurer,,Dem,John Aguilera,37,18,0,55
Grant,Franklin 1,U.S. House,5,Rep,Susan Brooks,61,16,0,77
Grant,Franklin 1,U.S. House,5,Dem,Dee Thornton,35,17,0,52
Grant,Franklin 1,U.S. House,5,,Write-ins,0,0,0,0
Grant,Franklin 1,U.S. Senate,,Rep,Mike Braun,49,15,0,64
Grant,Franklin 1,U.S. Senate,,Dem,Joe Donnelly,41,18,0,59
Grant,Franklin 1,U.S. Senate,,Lbt,Lucy Brenton,5,0,0,5
Grant,Franklin 1,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Franklin 2,Auditor,,Rep,Tera Klutz,112,40,0,152
Grant,Franklin 2,Auditor,,Dem,Joselyn Whitticker,77,33,0,110
Grant,Franklin 2,Auditor,,Lbt,John Schick,3,3,0,6
Grant,Franklin 2,Ballots Cast,,,,198,84,0,282
Grant,Franklin 2,Registered Voters,,,,,,,682
Grant,Franklin 2,Secretary of State,,Rep,Connie Lawson,124,43,0,167
Grant,Franklin 2,Secretary of State,,Dem,Jim Harper,65,30,0,95
Grant,Franklin 2,Secretary of State,,Lbt,Mark Rutherford,3,4,0,7
Grant,Franklin 2,Secretary of State,,,Write-ins,0,0,0,0
Grant,Franklin 2,State House,30,Rep,Mike Karickhoff,146,50,0,196
Grant,Franklin 2,State Senate,21,Rep,James Buck,119,43,0,162
Grant,Franklin 2,State Senate,21,Dem,Christina Fivecoate,71,33,0,104
Grant,Franklin 2,Treasurer,,Rep,Kelly Mitchell,122,44,0,166
Grant,Franklin 2,Treasurer,,Dem,John Aguilera,69,31,0,100
Grant,Franklin 2,U.S. House,5,Rep,Susan Brooks,127,45,0,172
Grant,Franklin 2,U.S. House,5,Dem,Dee Thornton,66,31,0,97
Grant,Franklin 2,U.S. House,5,,Write-ins,0,0,0,0
Grant,Franklin 2,U.S. Senate,,Rep,Mike Braun,113,40,0,153
Grant,Franklin 2,U.S. Senate,,Dem,Joe Donnelly,77,31,0,108
Grant,Franklin 2,U.S. Senate,,Lbt,Lucy Brenton,5,5,0,10
Grant,Franklin 2,U.S. Senate,,,Write-ins,0,1,0,1
Grant,Franklin 3,Auditor,,Rep,Tera Klutz,80,29,0,109
Grant,Franklin 3,Auditor,,Dem,Joselyn Whitticker,84,25,0,109
Grant,Franklin 3,Auditor,,Lbt,John Schick,6,4,0,10
Grant,Franklin 3,Ballots Cast,,,,171,61,0,232
Grant,Franklin 3,Registered Voters,,,,,,,717
Grant,Franklin 3,Secretary of State,,Rep,Connie Lawson,90,36,0,126
Grant,Franklin 3,Secretary of State,,Dem,Jim Harper,75,18,0,93
Grant,Franklin 3,Secretary of State,,Lbt,Mark Rutherford,5,4,0,9
Grant,Franklin 3,Secretary of State,,,Write-ins,0,0,0,0
Grant,Franklin 3,State House,30,Rep,Mike Karickhoff,98,43,0,141
Grant,Franklin 3,State Senate,21,Rep,James Buck,82,38,0,120
Grant,Franklin 3,State Senate,21,Dem,Christina Fivecoate,85,19,0,104
Grant,Franklin 3,Treasurer,,Rep,Kelly Mitchell,91,39,0,130
Grant,Franklin 3,Treasurer,,Dem,John Aguilera,79,18,0,97
Grant,Franklin 3,U.S. House,5,Rep,Susan Brooks,87,39,0,126
Grant,Franklin 3,U.S. House,5,Dem,Dee Thornton,81,18,0,99
Grant,Franklin 3,U.S. House,5,,Write-ins,0,0,0,0
Grant,Franklin 3,U.S. Senate,,Rep,Mike Braun,75,31,0,106
Grant,Franklin 3,U.S. Senate,,Dem,Joe Donnelly,84,21,0,105
Grant,Franklin 3,U.S. Senate,,Lbt,Lucy Brenton,9,6,0,15
Grant,Franklin 3,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Franklin 4,Auditor,,Rep,Tera Klutz,162,88,0,250
Grant,Franklin 4,Auditor,,Dem,Joselyn Whitticker,36,24,0,60
Grant,Franklin 4,Auditor,,Lbt,John Schick,7,0,0,7
Grant,Franklin 4,Ballots Cast,,,,211,118,0,329
Grant,Franklin 4,Registered Voters,,,,,,,518
Grant,Franklin 4,Secretary of State,,Rep,Connie Lawson,174,89,0,263
Grant,Franklin 4,Secretary of State,,Dem,Jim Harper,27,23,0,50
Grant,Franklin 4,Secretary of State,,Lbt,Mark Rutherford,5,1,0,6
Grant,Franklin 4,Secretary of State,,,Write-ins,1,0,0,1
Grant,Franklin 4,State House,30,Rep,Mike Karickhoff,179,93,0,272
Grant,Franklin 4,State Senate,21,Rep,James Buck,170,86,0,256
Grant,Franklin 4,State Senate,21,Dem,Christina Fivecoate,34,23,0,57
Grant,Franklin 4,Treasurer,,Rep,Kelly Mitchell,171,89,0,260
Grant,Franklin 4,Treasurer,,Dem,John Aguilera,33,21,0,54
Grant,Franklin 4,U.S. House,5,Rep,Susan Brooks,175,94,0,269
Grant,Franklin 4,U.S. House,5,Dem,Dee Thornton,32,24,0,56
Grant,Franklin 4,U.S. House,5,,Write-ins,0,0,0,0
Grant,Franklin 4,U.S. Senate,,Rep,Mike Braun,159,86,0,245
Grant,Franklin 4,U.S. Senate,,Dem,Joe Donnelly,40,29,0,69
Grant,Franklin 4,U.S. Senate,,Lbt,Lucy Brenton,10,3,0,13
Grant,Franklin 4,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Franklin 5,Auditor,,Rep,Tera Klutz,231,77,0,308
Grant,Franklin 5,Auditor,,Dem,Joselyn Whitticker,92,65,0,157
Grant,Franklin 5,Auditor,,Lbt,John Schick,11,3,0,14
Grant,Franklin 5,Ballots Cast,,,,338,151,0,489
Grant,Franklin 5,Registered Voters,,,,,,,949
Grant,Franklin 5,Secretary of State,,Rep,Connie Lawson,247,83,0,330
Grant,Franklin 5,Secretary of State,,Dem,Jim Harper,70,55,0,125
Grant,Franklin 5,Secretary of State,,Lbt,Mark Rutherford,18,4,0,22
Grant,Franklin 5,Secretary of State,,,Write-ins,0,0,0,0
Grant,Franklin 5,State House,30,Rep,Mike Karickhoff,82,98,0,380
Grant,Franklin 5,State Senate,21,Rep,James Buck,247,85,0,332
Grant,Franklin 5,State Senate,21,Dem,Christina Fivecoate,83,58,0,141
Grant,Franklin 5,Treasurer,,Rep,Kelly Mitchell,256,85,0,341
Grant,Franklin 5,Treasurer,,Dem,John Aguilera,75,57,0,132
Grant,Franklin 5,U.S. House,5,Rep,Susan Brooks,254,90,0,344
Grant,Franklin 5,U.S. House,5,Dem,Dee Thornton,79,56,0,135
Grant,Franklin 5,U.S. House,5,,Write-ins,0,0,0,0
Grant,Franklin 5,U.S. Senate,,Rep,Mike Braun,223,82,0,305
Grant,Franklin 5,U.S. Senate,,Dem,Joe Donnelly,89,60,0,149
Grant,Franklin 5,U.S. Senate,,Lbt,Lucy Brenton,21,4,0,25
Grant,Franklin 5,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Franklin 6,Auditor,,Rep,Tera Klutz,59,28,0,87
Grant,Franklin 6,Auditor,,Dem,Joselyn Whitticker,96,48,0,144
Grant,Franklin 6,Auditor,,Lbt,John Schick,4,0,0,4
Grant,Franklin 6,Ballots Cast,,,,162,77,0,239
Grant,Franklin 6,Registered Voters,,,,,,,755
Grant,Franklin 6,Secretary of State,,Rep,Connie Lawson,70,33,0,103
Grant,Franklin 6,Secretary of State,,Dem,Jim Harper,86,43,0,129
Grant,Franklin 6,Secretary of State,,Lbt,Mark Rutherford,2,0,0,2
Grant,Franklin 6,Secretary of State,,,Write-ins,0,0,0,0
Grant,Franklin 6,State House,30,Rep,Mike Karickhoff,80,43,,123
Grant,Franklin 6,State Senate,21,Rep,James Buck,62,30,0,92
Grant,Franklin 6,State Senate,21,Dem,Christina Fivecoate,92,44,0,136
Grant,Franklin 6,Treasurer,,Rep,Kelly Mitchell,67,31,0,98
Grant,Franklin 6,Treasurer,,Dem,John Aguilera,90,44,0,134
Grant,Franklin 6,U.S. House,5,Rep,Susan Brooks,66,30,0,96
Grant,Franklin 6,U.S. House,5,Dem,Dee Thornton,90,44,0,134
Grant,Franklin 6,U.S. House,5,,Write-ins,0,1,0,1
Grant,Franklin 6,U.S. Senate,,Rep,Mike Braun,57,27,0,84
Grant,Franklin 6,U.S. Senate,,Dem,Joe Donnelly,94,48,0,142
Grant,Franklin 6,U.S. Senate,,Lbt,Lucy Brenton,7,1,0,8
Grant,Franklin 6,U.S. Senate,,,Write-ins,1,0,0,1
Grant,Franklin 7,Auditor,,Rep,Tera Klutz,21,10,0,31
Grant,Franklin 7,Auditor,,Dem,Joselyn Whitticker,23,5,0,28
Grant,Franklin 7,Auditor,,Lbt,John Schick,4,0,0,4
Grant,Franklin 7,Ballots Cast,,,,48,16,0,64
Grant,Franklin 7,Registered Voters,,,,,,,256
Grant,Franklin 7,Secretary of State,,Rep,Connie Lawson,23,10,0,33
Grant,Franklin 7,Secretary of State,,Dem,Jim Harper,23,4,0,27
Grant,Franklin 7,Secretary of State,,Lbt,Mark Rutherford,2,1,0,3
Grant,Franklin 7,Secretary of State,,,Write-ins,0,0,0,0
Grant,Franklin 7,State House,31,Rep,Kevin Mahan,24,9,0,33
Grant,Franklin 7,State House,31,Dem,Lynn Johnson,24,6,0,30
Grant,Franklin 7,State Senate,21,Rep,James Buck,25,11,0,36
Grant,Franklin 7,State Senate,21,Dem,Christina Fivecoate,23,4,0,27
Grant,Franklin 7,Treasurer,,Rep,Kelly Mitchell,24,9,0,33
Grant,Franklin 7,Treasurer,,Dem,John Aguilera,24,6,0,30
Grant,Franklin 7,U.S. House,5,Rep,Susan Brooks,24,11,0,35
Grant,Franklin 7,U.S. House,5,Dem,Dee Thornton,24,4,0,28
Grant,Franklin 7,U.S. House,5,,Write-ins,0,0,0,0
Grant,Franklin 7,U.S. Senate,,Rep,Mike Braun,19,8,0,27
Grant,Franklin 7,U.S. Senate,,Dem,Joe Donnelly,24,6,0,30
Grant,Franklin 7,U.S. Senate,,Lbt,Lucy Brenton,5,1,0,6
Grant,Franklin 7,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Green,Auditor,,Rep,Tera Klutz,101,36,0,137
Grant,Green,Auditor,,Dem,Joselyn Whitticker,35,17,0,52
Grant,Green,Auditor,,Lbt,John Schick,2,0,0,2
Grant,Green,Ballots Cast,,,,141,53,0,194
Grant,Green,Registered Voters,,,,,,,339
Grant,Green,Secretary of State,,Rep,Connie Lawson,105,36,0,141
Grant,Green,Secretary of State,,Dem,Jim Harper,34,17,0,51
Grant,Green,Secretary of State,,Lbt,Mark Rutherford,1,0,0,1
Grant,Green,Secretary of State,,,Write-ins,0,0,0,0
Grant,Green,State House,32,Rep,Tony Cook,100,36,0,136
Grant,Green,State House,32,Dem,Amie Neiling,33,16,0,49
Grant,Green,State Senate,21,Rep,James Buck,102,36,0,138
Grant,Green,State Senate,21,Dem,Christina Fivecoate,32,17,0,49
Grant,Green,Treasurer,,Rep,Kelly Mitchell,103,37,0,140
Grant,Green,Treasurer,,Dem,John Aguilera,34,16,0,50
Grant,Green,U.S. House,5,Rep,Susan Brooks,105,36,0,141
Grant,Green,U.S. House,5,Dem,Dee Thornton,32,16,0,48
Grant,Green,U.S. House,5,,Write-ins,0,0,0,0
Grant,Green,U.S. Senate,,Rep,Mike Braun,97,33,0,130
Grant,Green,U.S. Senate,,Dem,Joe Donnelly,38,20,0,58
Grant,Green,U.S. Senate,,Lbt,Lucy Brenton,4,0,0,4
Grant,Green,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Jefferson 1,Auditor,,Rep,Tera Klutz,360,74,0,434
Grant,Jefferson 1,Auditor,,Dem,Joselyn Whitticker,112,48,0,160
Grant,Jefferson 1,Auditor,,Lbt,John Schick,14,2,0,16
Grant,Jefferson 1,Ballots Cast,,,,497,125,0,622
Grant,Jefferson 1,Registered Voters,,,,,,,1146
Grant,Jefferson 1,Secretary of State,,Rep,Connie Lawson,383,78,0,461
Grant,Jefferson 1,Secretary of State,,Dem,Jim Harper,95,45,0,140
Grant,Jefferson 1,Secretary of State,,Lbt,Mark Rutherford,11,1,0,12
Grant,Jefferson 1,Secretary of State,,,Write-ins,0,0,0,0
Grant,Jefferson 1,State House,32,Rep,Tony Cook,372,72,0,444
Grant,Jefferson 1,State House,32,Dem,Amie Neiling,111,51,0,162
Grant,Jefferson 1,State Senate,19,Rep,Travis Holdman,415,82,0,497
Grant,Jefferson 1,Treasurer,,Rep,Kelly Mitchell,383,78,0,461
Grant,Jefferson 1,Treasurer,,Dem,John Aguilera,103,45,0,148
Grant,Jefferson 1,U.S. House,5,Rep,Susan Brooks,385,81,0,466
Grant,Jefferson 1,U.S. House,5,Dem,Dee Thornton,103,43,0,146
Grant,Jefferson 1,U.S. House,5,,Write-ins,0,0,0,0
Grant,Jefferson 1,U.S. Senate,,Rep,Mike Braun,344,67,0,411
Grant,Jefferson 1,U.S. Senate,,Dem,Joe Donnelly,130,53,0,183
Grant,Jefferson 1,U.S. Senate,,Lbt,Lucy Brenton,18,4,0,22
Grant,Jefferson 1,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Jefferson 2,Auditor,,Rep,Tera Klutz,376,44,0,420
Grant,Jefferson 2,Auditor,,Dem,Joselyn Whitticker,141,32,0,173
Grant,Jefferson 2,Auditor,,Lbt,John Schick,17,1,0,18
Grant,Jefferson 2,Ballots Cast,,,,550,78,0,628
Grant,Jefferson 2,Registered Voters,,,,,,,1111
Grant,Jefferson 2,Secretary of State,,Rep,Connie Lawson,388,46,0,434
Grant,Jefferson 2,Secretary of State,,Dem,Jim Harper,131,32,0,163
Grant,Jefferson 2,Secretary of State,,Lbt,Mark Rutherford,17,0,0,17
Grant,Jefferson 2,Secretary of State,,,Write-ins,0,0,0,0
Grant,Jefferson 2,State House,32,Rep,Tony Cook,377,44,0,421
Grant,Jefferson 2,State House,32,Dem,Amie Neiling,154,32,0,186
Grant,Jefferson 2,State Senate,19,Rep,Travis Holdman,439,50,0,489
Grant,Jefferson 2,Treasurer,,Rep,Kelly Mitchell,398,46,0,444
Grant,Jefferson 2,Treasurer,,Dem,John Aguilera,137,31,0,168
Grant,Jefferson 2,U.S. House,5,Rep,Susan Brooks,398,46,0,444
Grant,Jefferson 2,U.S. House,5,Dem,Dee Thornton,139,32,0,171
Grant,Jefferson 2,U.S. House,5,,Write-ins,0,0,0,0
Grant,Jefferson 2,U.S. Senate,,Rep,Mike Braun,360,44,0,404
Grant,Jefferson 2,U.S. Senate,,Dem,Joe Donnelly,150,33,0,183
Grant,Jefferson 2,U.S. Senate,,Lbt,Lucy Brenton,30,1,0,31
Grant,Jefferson 2,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Jefferson 3,Auditor,,Rep,Tera Klutz,224,38,0,262
Grant,Jefferson 3,Auditor,,Dem,Joselyn Whitticker,53,34,0,87
Grant,Jefferson 3,Auditor,,Lbt,John Schick,7,1,0,8
Grant,Jefferson 3,Ballots Cast,,,,301,73,0,374
Grant,Jefferson 3,Registered Voters,,,,,,,724
Grant,Jefferson 3,Secretary of State,,Rep,Connie Lawson,215,40,0,255
Grant,Jefferson 3,Secretary of State,,Dem,Jim Harper,65,32,0,97
Grant,Jefferson 3,Secretary of State,,Lbt,Mark Rutherford,9,1,0,10
Grant,Jefferson 3,Secretary of State,,,Write-ins,0,0,0,0
Grant,Jefferson 3,State House,32,Rep,Tony Cook,210,39,0,249
Grant,Jefferson 3,State House,32,Dem,Amie Neiling,70,34,0,104
Grant,Jefferson 3,State Senate,19,Rep,Travis Holdman,251,47,0,298
Grant,Jefferson 3,Treasurer,,Rep,Kelly Mitchell,227,38,0,265
Grant,Jefferson 3,Treasurer,,Dem,John Aguilera,55,34,0,89
Grant,Jefferson 3,U.S. House,5,Rep,Susan Brooks,227,42,0,269
Grant,Jefferson 3,U.S. House,5,Dem,Dee Thornton,64,30,0,94
Grant,Jefferson 3,U.S. House,5,,Write-ins,0,0,0,0
Grant,Jefferson 3,U.S. Senate,,Rep,Mike Braun,191,30,0,221
Grant,Jefferson 3,U.S. Senate,,Dem,Joe Donnelly,90,40,0,130
Grant,Jefferson 3,U.S. Senate,,Lbt,Lucy Brenton,16,3,0,19
Grant,Jefferson 3,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Liberty,Auditor,,Rep,Tera Klutz,232,65,0,297
Grant,Liberty,Auditor,,Dem,Joselyn Whitticker,47,29,0,76
Grant,Liberty,Auditor,,Lbt,John Schick,7,2,0,9
Grant,Liberty,Ballots Cast,,,,292,99,0,391
Grant,Liberty,Registered Voters,,,,,,,689
Grant,Liberty,Secretary of State,,Rep,Connie Lawson,238,69,0,307
Grant,Liberty,Secretary of State,,Dem,Jim Harper,44,27,0,71
Grant,Liberty,Secretary of State,,Lbt,Mark Rutherford,6,1,0,7
Grant,Liberty,Secretary of State,,,Write-ins,0,0,0,0
Grant,Liberty,State House,32,Rep,Tony Cook,235,68,0,303
Grant,Liberty,State House,32,Dem,Amie Neiling,48,28,0,76
Grant,Liberty,State Senate,19,Rep,Travis Holdman,245,73,0,318
Grant,Liberty,Treasurer,,Rep,Kelly Mitchell,239,67,0,306
Grant,Liberty,Treasurer,,Dem,John Aguilera,44,29,0,73
Grant,Liberty,U.S. House,5,Rep,Susan Brooks,242,70,0,312
Grant,Liberty,U.S. House,5,Dem,Dee Thornton,44,27,0,71
Grant,Liberty,U.S. House,5,,Write-ins,0,0,0,0
Grant,Liberty,U.S. Senate,,Rep,Mike Braun,221,62,0,283
Grant,Liberty,U.S. Senate,,Dem,Joe Donnelly,54,31,0,85
Grant,Liberty,U.S. Senate,,Lbt,Lucy Brenton,13,6,0,19
Grant,Liberty,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Mill 01,Auditor,,Rep,Tera Klutz,188,59,0,247
Grant,Mill 01,Auditor,,Dem,Joselyn Whitticker,99,36,0,135
Grant,Mill 01,Auditor,,Lbt,John Schick,7,2,0,9
Grant,Mill 01,Ballots Cast,,,,301,102,0,403
Grant,Mill 01,Registered Voters,,,,,,,741
Grant,Mill 01,Secretary of State,,Rep,Connie Lawson,194,63,0,257
Grant,Mill 01,Secretary of State,,Dem,Jim Harper,96,36,0,132
Grant,Mill 01,Secretary of State,,Lbt,Mark Rutherford,5,0,0,5
Grant,Mill 01,Secretary of State,,,Write-ins,0,0,0,0
Grant,Mill 01,State House,31,Rep,Kevin Mahan,191,61,0,252
Grant,Mill 01,State House,31,Dem,Lynn Johnson,103,37,0,140
Grant,Mill 01,State Senate,19,Rep,Travis Holdman,233,66,0,299
Grant,Mill 01,Treasurer,,Rep,Kelly Mitchell,200,62,0,262
Grant,Mill 01,Treasurer,,Dem,John Aguilera,94,35,0,129
Grant,Mill 01,U.S. House,5,Rep,Susan Brooks,203,61,0,264
Grant,Mill 01,U.S. House,5,Dem,Dee Thornton,93,38,0,131
Grant,Mill 01,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 01,U.S. Senate,,Rep,Mike Braun,182,55,0,237
Grant,Mill 01,U.S. Senate,,Dem,Joe Donnelly,106,41,0,147
Grant,Mill 01,U.S. Senate,,Lbt,Lucy Brenton,8,3,0,11
Grant,Mill 01,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Mill 02,Auditor,,Rep,Tera Klutz,154,55,0,209
Grant,Mill 02,Auditor,,Dem,Joselyn Whitticker,91,45,0,136
Grant,Mill 02,Auditor,,Lbt,John Schick,7,1,0,8
Grant,Mill 02,Ballots Cast,,,,261,102,0,363
Grant,Mill 02,Registered Voters,,,,,,,804
Grant,Mill 02,Secretary of State,,Rep,Connie Lawson,173,59,0,232
Grant,Mill 02,Secretary of State,,Dem,Jim Harper,75,42,0,117
Grant,Mill 02,Secretary of State,,Lbt,Mark Rutherford,6,1,0,7
Grant,Mill 02,Secretary of State,,,Write-ins,0,0,0,0
Grant,Mill 02,State House,31,Rep,Kevin Mahan,168,57,0,225
Grant,Mill 02,State House,31,Dem,Lynn Johnson,88,41,0,129
Grant,Mill 02,State Senate,19,Rep,Travis Holdman,188,62,0,250
Grant,Mill 02,Treasurer,,Rep,Kelly Mitchell,176,58,0,234
Grant,Mill 02,Treasurer,,Dem,John Aguilera,78,43,0,121
Grant,Mill 02,U.S. House,5,Rep,Susan Brooks,182,55,0,237
Grant,Mill 02,U.S. House,5,Dem,Dee Thornton,73,45,0,118
Grant,Mill 02,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 02,U.S. Senate,,Rep,Mike Braun,149,50,0,199
Grant,Mill 02,U.S. Senate,,Dem,Joe Donnelly,90,45,0,135
Grant,Mill 02,U.S. Senate,,Lbt,Lucy Brenton,17,4,0,21
Grant,Mill 02,U.S. Senate,,,Write-ins,1,0,0,1
Grant,Mill 03,Auditor,,Rep,Tera Klutz,193,84,0,277
Grant,Mill 03,Auditor,,Dem,Joselyn Whitticker,68,34,0,102
Grant,Mill 03,Auditor,,Lbt,John Schick,9,2,0,11
Grant,Mill 03,Ballots Cast,,,,273,122,0,395
Grant,Mill 03,Registered Voters,,,,,,,822
Grant,Mill 03,Secretary of State,,Rep,Connie Lawson,197,85,0,282
Grant,Mill 03,Secretary of State,,Dem,Jim Harper,64,32,0,96
Grant,Mill 03,Secretary of State,,Lbt,Mark Rutherford,7,3,0,10
Grant,Mill 03,Secretary of State,,,Write-ins,0,0,0,0
Grant,Mill 03,State House,31,Rep,Kevin Mahan,196,80,0,276
Grant,Mill 03,State House,31,Dem,Lynn Johnson,71,38,0,109
Grant,Mill 03,State Senate,19,Rep,Travis Holdman,214,98,0,312
Grant,Mill 03,Treasurer,,Rep,Kelly Mitchell,198,89,0,287
Grant,Mill 03,Treasurer,,Dem,John Aguilera,70,30,0,100
Grant,Mill 03,U.S. House,5,Rep,Susan Brooks,204,88,0,292
Grant,Mill 03,U.S. House,5,Dem,Dee Thornton,65,32,0,97
Grant,Mill 03,U.S. House,5,,Write-ins,0,0,0,0
Grant,Mill 03,U.S. Senate,,Rep,Mike Braun,188,84,0,272
Grant,Mill 03,U.S. Senate,,Dem,Joe Donnelly,72,36,0,108
Grant,Mill 03,U.S. Senate,,Lbt,Lucy Brenton,10,0,0,10
Grant,Mill 03,U.S. Senate,,,Write-ins,0,0,0,0
Grant,Mill 04,Auditor,,Rep,Tera Klutz,156,36,0,192
Grant,Mill 04,Auditor,,Dem,Joselyn Whitticker,75,16,0,91
