county,precinct,office,district,candidate,party,Absentee,election_day,provisiona,votes
Lawrence,Marion 5C,U.S.House,9,Dan Canon,DEM,0,4,0,4
Lawrence,Marion 6,U.S.House,9,Dan Canon,DEM,5,6,0,11
Lawrence,Bono,U.S.House,9,Dan Canon,DEM,0,3,0,3
Lawrence,Guthrie,U.S.House,9,Dan Canon,DEM,0,3,0,3
Lawrence,Indian Creek North,U.S.House,9,Dan Canon,DEM,1,2,0,3
Lawrence,Indian Creek South,U.S.House,9,Dan Canon,DEM,2,1,0,3
Lawrence,Marshall 1,U.S.House,9,Dan Canon,DEM,3,3,0,6
Lawrence,Marshall 2,U.S.House,9,Dan Canon,DEM,2,3,0,5
Lawrence,Marshall 3,U.S.House,9,Dan Canon,DEM,3,7,0,10
Lawrence,Perry,U.S.House,9,Dan Canon,DEM,1,4,0,5
Lawrence,Pleasant Run,U.S.House,9,Dan Canon,DEM,1,4,0,5
Lawrence,Spice Valley North,U.S.House,9,Dan Canon,DEM,0,2,0,2
Lawrence,Spice Valley South,U.S.House,9,Dan Canon,DEM,4,8,0,12
Lawrence,Total,U.S.House,9,Dan Canon,DEM,63,157,0,220
Lawrence,Shawswick 1A,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Shawswick 1B,U.S.House,9,Rob Chatlos,DEM,0,1,0,1
Lawrence,Shawswick 2,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Shawswick 3,U.S.House,9,Rob Chatlos,DEM,1,0,0,1
Lawrence,Shawswick 4,U.S.House,9,Rob Chatlos,DEM,0,1,0,1
Lawrence,Shawswick 5A,U.S.House,9,Rob Chatlos,DEM,0,2,0,2
Lawrence,Shawswick 5B,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Shawswick 6,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Shawswick 7A,U.S.House,9,Rob Chatlos,DEM,2,1,0,3
Lawrence,Shawswick 7B,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Shawswick 8,U.S.House,9,Rob Chatlos,DEM,1,0,0,1
Lawrence,Shawswick 9,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Shawswick 10,U.S.House,9,Rob Chatlos,DEM,1,1,0,2
Lawrence,Shawswick 11,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Shawswick 12,U.S.House,9,Rob Chatlos,DEM,1,0,0,1
Lawrence,Shawswick 13,U.S.House,9,Rob Chatlos,DEM,1,1,0,2
Lawrence,Shawswick 14A,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Shawswick 14B,U.S.House,9,Rob Chatlos,DEM,0,2,0,2
Lawrence,Shawswick 15A,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Shawswick 15B,U.S.House,9,Rob Chatlos,DEM,1,0,0,1
Lawrence,Shawswick 16,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Marion 1,U.S.House,9,Rob Chatlos,DEM,1,1,0,2
Lawrence,Marion 2,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Marion 3,U.S.House,9,Rob Chatlos,DEM,0,3,0,3
Lawrence,Marion 4,U.S.House,9,Rob Chaos,DEM,0,0,0,0
Lawrence,Marion 5A,U.S.House,9,Rob Chatlos,DEM,0,1,0,1
Lawrence,Marion 5B,U.S.House,9,Rob Chatlos,DEM,0,1,0,1
Lawrence,Marion 5C,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Marion 6,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Bono,U.S.House,9,Rob Chatlos,DEM,0,1,0,1
Lawrence,Guthrie,U.S.House,9,Rob Chatlos,DEM,0,2,0,2
Lawrence,Indian Creek North,U.S.House,9,Rob Chatlos,DEM,1,3,0,4
Lawrence,Indian Creek South,U.S.House,9,Rob Chatlos,DEM,0,0,0,0
Lawrence,Marshall 1,U.S.House,9,Rob Chatlos,DEM,0,3,0,3
Lawrence,Marshall 2,U.S.House,9,Rob Chatlos,DEM,0,2,0,2
Lawrence,Marshall 3,U.S.House,9,Rob Chatlos,DEM,1,1,0,2
Lawrence,Perry,U.S.House,9,Rob Chatlos,DEM,1,1,0,2
Lawrence,Pleasant Run,U.S.House,9,Rob Chatlos,DEM,0,2,0,2
Lawrence,Spice Valley North,U.S.House,9,Rob Chatlos,DEM,1,0,0,1
Lawrence,Spice Valley South,U.S.House,9,Rob Chatlos,DEM,3,2,0,5
Lawrence,Total,U.S.House,9,Rob Chatlos,DEM,16,32,0,48
Lawrence,Shawswick 1A,U.S.House,9,Liz Watson,DEM,3,12,0,15
Lawrence,Shawswick 1B,U.S.House,9,Liz Watson,DEM,3,11,0,14
Lawrence,Shawswick 2,U.S.House,9,Liz Watson,DEM,0,6,0,6
Lawrence,Shawswick 3,U.S.House,9,Liz Watson,DEM,4,8,0,12
Lawrence,Shawswick 4,U.S.House,9,Liz Watson,DEM,3,12,0,15
Lawrence,Shawswick 5A,U.S.House,9,Liz Watson,DEM,6,17,0,23
Lawrence,Shawswick 5B,U.S.House,9,Liz Watson,DEM,9,10,0,19
Lawrence,Shawswick 6,U.S.House,9,Liz Watson,DEM,5,21,0,26
Lawrence,Shawswick 7A,U.S.House,9,Liz Watson,DEM,5,6,0,11
Lawrence,Shawswick 7B,U.S.House,9,Liz Watson,DEM,6,21,0,27
Lawrence,Shawswick 8,U.S.House,9,Liz Watson,DEM,6,18,0,24
Lawrence,Shawswick 9,U.S.House,9,Liz Watson,DEM,2,18,0,20
Lawrence,Shawswick 10,U.S.House,9,Liz Watson,DEM,1,11,0,12
Lawrence,Shawswick 11,U.S.House,9,Liz Watson,DEM,1,3,0,4
Lawrence,Shawswick 12,U.S.House,9,Liz Watson,DEM,3,21,0,24
Lawrence,Shawswick 13,U.S.House,9,Liz Watson,DEM,6,13,0,19
Lawrence,Shawswick 14A,U.S.House,9,Liz Watson,DEM,8,23,0,31
Lawrence,Shawswick 14B,U.S.House,9,Liz Watson,DEM,11,19,0,30
Lawrence,Shawswick 15A,U.S.House,9,Liz Watson,DEM,2,2,0,4
Lawrence,Shawswick 15B,U.S.House,9,Liz Watson,DEM,5,12,0,17
Lawrence,Shawswick 16,U.S.House,9,Liz Watson,DEM,15,9,0,24
Lawrence,Marion 1,U.S.House,9,Liz Watson,DEM,7,24,0,31
Lawrence,Marion 2,U.S.House,9,Liz Watson,DEM,3,22,0,25
Lawrence,Marion 3,U.S.House,9,Liz Watson,DEM,3,13,0,16
Lawrence,Marion 4,U.S.House,9,Liz Watson,DEM,0,19,0,19
Lawrence,Marion 5A,U.S.House,9,Liz Watson,DEM,6,28,0,34
Lawrence,Marion 5B,U.S.House,9,Liz Watson,DEM,3,17,0,20
Lawrence,Marion 5C,U.S.House,9,Liz Watson,DEM,2,16,0,18
Lawrence,Marion 6,U.S.House,9,Liz Watson,DEM,4,21,0,25
Lawrence,Bono,U.S.House,9,Liz Watson,DEM,1,15,0,16
Lawrence,Guthrie,U.S.House,9,Liz Watson,DEM,2,8,0,10
Lawrence,Indian Creek North,U.S.House,9,Liz Watson,DEM,8,13,0,21
Lawrence,Indian Creek South,U.S.House,9,Liz Watson,DEM,6,10,0,16
Lawrence,Marshall 1,U.S.House,9,Liz Watson,DEM,11,12,0,23
Lawrence,Marshall 2,U.S.House,9,Liz Watson,DEM,4,11,0,15
Lawrence,Marshall 3,U.S.House,9,Liz Watson,DEM,8,30,0,38
Lawrence,Perry,U.S.House,9,Liz Watson,DEM,8,14,0,22
Lawrence,Pleasant Run,U.S.House,9,Liz Watson,DEM,12,11,0,23
Lawrence,Spice Valley North,U.S.House,9,Liz Watson,DEM,14,5,0,19
Lawrence,Spice Valley South,U.S.House,9,Liz Watson,DEM,5,19,0,24
Lawrence,Total,U.S.House,9,Liz Watson,DEM,211,581,0,792
Lawrence,Shawswick 1A,State Representative,65,"Chris D, May",REP,8,26,0,34
Lawrence,Shawswick 1B,State Representative,65,"Chris D, May",REP,25,49,0,75
Lawrence,Shawswick 2,State Representative,65,Chris D. May,REP,23,38,0,61
Lawrence,Shawswick 3,State Representative,65,Chris D. May,REP,17,52,0,69
Lawrence,Shawswick 4,State Representative,65,Chris D. May,REP,18,58,0,76
Lawrence,Shawswick 5A,State Representative,65,Chris D. May,REP,23,54,0,77
Lawrence,Shawswick 5B,State Representative,65,Chris D. May,REP,27,71,0,98
Lawrence,Shawswick 6,State Representative,65,Chris D. May,REP,5,47,0,52
Lawrence,Shawswick 7A,State Representative,65,Chris D. May,REP,10,32,0,42
Lawrence,Shawswick 7B,State Representative,65,Chris D. May,REP,32,57,0,89
Lawrence,Shawswick 8,State Representative,65,Chris D. May,REP,24,74,0,98
Lawrence,Shawswick 9,State Representative,65,Chris D. May,REP,3,35,0,38
Lawrence,Shawswick 10,State Representative,65,Chris D. May,REP,13,65,0,78
Lawrence,Shawswick 11,State Representative,65,Chris D. May,REP,16,38,0,54
Lawrence,Shawswick 12,State Representative,65,Chris D. May,REP,18,97,0,115
Lawrence,Shawswick 13,State Representative,65,Chris D. May,REP,36,80,0,116
Lawrence,Shawswick 14A,State Representative,65,Chris D. May,REP,28,102,0,130
Lawrence,Shawswick 14B,State Representative,65,Chris D. May,REP,49,91,0,140
Lawrence,Shawswick 15A,State Representative,65,Chris D. May,REP,16,43,0,59
Lawrence,Shawswick 15B,State Representative,65,Chris D. May,REP,29,66,0,95
Lawrence,Shawswick 16,State Representative,65,Chris D. May,REP,42,91,0,133
Lawrence,Marion 5A,State Representative,65,Chris D. May,REP,33,108,0,141
Lawrence,Guthrie,State Representative,65,Chris D. May,REP,21,57,0,78
Lawrence,Indian Creek North,State Representative,65,Chris D. May,REP,61,174,0,235
Lawrence,Indian Creek South,State Representative,65,Chris D. May,REP,40,161,0,201
Lawrence,Marshall 1,State Representative,65,Chris D. May,REP,34,101,0,135
Lawrence,Marshall 2,State Representative,65,Chris D. May,REP,18,64,0,82
Lawrence,Marshall 3,State Representative,65,Chris D. May,REP,32,104,0,136
Lawrence,Perry,State Representative,65,Chris D. May,REP,75,130,0,205
Lawrence,Pleasant Run,State Representative,65,Chris D. May,REP,40,58,0,98
Lawrence,Spice Valley North,State Representative,65,Chris D. May,REP,13,60,0,73
Lawrence,Spice Valley South,State Representative,65,Chris D. May,REP,37,118,0,155
Lawrence,Total,State Representative,65,Chris D. May,REP,866,2401,0,3268
Lawrence,Shawswick 1A,State Representative,65,Jared Stancombe,DEM,3,17,0,20
Lawrence,Shawswick 1B,State Representative,65,Jared Stancombe,DEM,3,14,0,17
Lawrence,Shawswick 2,State Representative,65,Jared Stancombe,DEM,0,5,0,5
Lawrence,Shawswick 3,State Representative,65,Jared Stancombe,DEM,7,16,0,23
Lawrence,Shawswick 4,State Representative,65,Jared Stancombe,DEM,5,17,0,22
Lawrence,Shawswick 5A,State Representative,65,Jared Stancombe,DEM,0,24,0,32
Lawrence,Shawswick 5B,State Representative,65,Jared Stancombe,DEM,8,11,0,19
Lawrence,Shawswick 6,State Representative,65,Jared Stancombe,DEM,4,24,0,28
Lawrence,Shawswick 7A,State Representative,65,Jared Stancombe,DEM,8,6,0,14
Lawrence,Shawswick 7B,State Representative,65,Jared Stancombe,DEM,8,22,0,30
Lawrence,Shawswick 8,State Representative,65,Jared Stancombe,DEM,9,20,0,29
Lawrence,Shawswick 9,State Representative,65,Jared Stancombe,DEM,4,17,0,21
Lawrence,Shawswick 10,State Representative,65,Jared Stancombe,DEM,2,14,0,16
Lawrence,Shawswick 11,State Representative,65,Jared Stancombe,DEM,2,4,0,6
Lawrence,Shawswick 12,State Representative,65,Jared Stancombe,DEM,5,26,0,31
Lawrence,Shawswick 13,State Representative,65,Jared Stancombe,DEM,10,13,0,23
Lawrence,Shawswick 14A,State Representative,65,Jared Stancombe,DEM,8,26,0,34
Lawrence,Shawswick 14B,State Representative,65,Jared Stancombe,DEM,14,19,0,33
Lawrence,Shawswick 15A,State Representative,65,Jared Stancombe,DEM,2,2,0,4
Lawrence,Shawswick 15B,State Representative,65,Jared Stancombe,DEM,8,13,0,21
Lawrence,Shawswick 16,State Representative,65,Jared Stancombe,DEM,15,7,0,22
Lawrence,Marion 5A,State Representative,65,Jared Stancombe,DEM,7,27,0,34
Lawrence,Guthrie,State Representative,65,Jared Stancombe,DEM,2,11,0,13
Lawrence,Indian Creek North,State Representative,65,Jared Stancombe,DEM,8,15,0,23
Lawrence,Indian Creek South,State Representative,65,Jared Stancombe,DEM,8,9,0,17
Lawrence,Marshall 1,State Representative,65,Jared Stancombe,DEM,12,14,0,26
Lawrence,Marshall 2,State Representative,65,Jared Stancombe,DEM,5,14,0,19
Lawrence,Marshall 3,State Representative,65,Jared Stancombe,DEM,11,34,0,45
Lawrence,Perry,State Representative,65,Jared Stancombe,DEM,11,15,0,26
Lawrence,Pleasant Run,State Representative,65,Jared Stancombe,DEM,11,16,0,27
Lawrence,Spice Valley North,State Representative,65,Jared Stancombe,DEM,14,5,0,19
Lawrence,Spice Valley South,State Representative,65,Jared Stancombe,DEM,10,24,0,34
Lawrence,Total,State Representative,65,Jared Stancombe,DEM,224,501,0,733
Lawrence,Marion 1,State Representative,73,Steve Davisson,REP,5,41,0,46
Lawrence,Marion 2,State Representative,73,Steve Davisson,REP,13,84,0,97
Lawrence,Marion 3,State Representative,73,Steve Davisson,REP,7,38,0,45
Lawrence,Marion 4,State Representative,73,Steve Davisson,REP,6,26,0,32
Lawrence,Marion 5B,State Representative,73,Steve Davisson,REP,35,101,0,136
Lawrence,Marion 5C,State Representative,73,Steve Davisson,REP,6,24,0,30
Lawrence,Marion 6,State Representative,73,Steve Davisson,REP,25,99,0,124
Lawrence,Bono,State Representative,73,Steve Davisson,REP,11,34,0,45
Lawrence,Total,State Representative,73,Steve Davisson,REP,108,447,0,555
Lawrence,Marion 1,State Representative,73,Buford L. Dewitt,REP,6,20,0,26
Lawrence,Marion 2,State Representative,73,Buford L. Dewitt,REP,7,47,0,54
Lawrence,Marion 3,State Representative,73,Buford L. Dewitt,REP,4,13,0,17
Lawrence,Marion 4,State Representative,73,Buford L. Dewitt,REP,1,20,0,21
Lawrence,Marion 5B,State Representative,73,Buford L. Dewitt,REP,7,47,0,54
Lawrence,Marion 5C,State Representative,73,Buford L Dewitt,REP,6,14,0,20
Lawrence,Marion 6,State Representative,73,Buford L. Dewitt,REP,9,48,0,57
Lawrence,Bono,State Representative,73,Buford L. Dewitt,REP,3,13,0,16
Lawrence,Total,State Representative,73,Buford L. Dewitt,REP,43,222,0,265
Lawrence,Marion 1,State Representative,73,No Candidate Filed,DEM,0,0,0,0
Lawrence,Marion 2,State Representative,73,No Candidate Filed,DEM,0,0,0,0
Lawrence,Marion 3,State Representative,73,No Candidate Filed,DEM,0,0,0,0
Lawrence,Marion 4,State Representative,73,No Candidate Filed,DEM,0,0,0,0
Lawrence,Marion 5B,State Representative,73,No Candidate Filed,DEM,0,0,0,0
Lawrence,Marion 5C,State Representative,73,No Candidate Filed,DEM,0,0,0,0
Lawrence,Marion 6,State Representative,73,No Candidate Filed,DEM,0,0,0,0
Lawrence,Bono,State Representative,73,No Candidate Filed,DEM,0,0,0,0
Lawrence,Total,State Representative,73,No Candidate Filed,DEM,0,0,0,0
